account_id,customer_id,Account_type,currency_code,current_balance,available_balance,hold_amount,minimum_balance,Interest_rate,routing_number,Opened_date
285776,2307893,Savings,USD,451004.61,427410.21,23594.4,100,0.0407,963926876,2021-11-20
248780,8293639,Checking,USD,993614.26,922406.1,71208.16,0,0.0127,452130191,2022-07-15
857686,7469612,Checking,USD,200740.81,192535.44,8205.37,0,0.0172,813537123,2021-12-19
280856,3111851,Checking,USD,357947.77,340612.73,17335.04,0,0.0105,318650346,2022-11-30
820944,8860268,Checking,USD,725760.09,704616.72,21143.37,0,0.015,545065119,2024-03-03
342235,5931309,Savings,USD,623607.93,590089.72,33518.21,100,0.0258,319444479,2024-07-25
420120,1957461,Checking,USD,692892.95,670209.33,22683.62,0,0.011,374201353,2022-04-20
738776,2883585,Savings,USD,901420.37,874018.52,27401.85,100,0.0303,749138058,2022-08-26
662195,8937801,Savings,USD,218323.36,203543.45,14779.91,100,0.0473,632747397,2022-01-12
407373,7295965,Checking,USD,131884.43,119586.36,12298.07,0,0.0149,987061214,2022-01-23
195124,9398865,Checking,USD,624338.59,589778.55,34560.04,0,0.0147,481731806,2024-02-22
181933,8174328,Checking,USD,946417.72,857701.91,88715.81,0,0.0134,512362822,2021-12-02
243028,5564964,Savings,USD,365901.52,351395.12,14506.4,100,0.0307,970808430,2020-01-21
786228,2564197,Checking,USD,967970.73,886295.7,81675.03,0,0.0121,238945685,2020-12-06
182706,1582404,Savings,USD,336395.82,319729.76,16666.06,100,0.0444,493468215,2024-05-15
857952,2585394,Checking,USD,646045.24,584807.03,61238.21,0,0.0157,405233797,2020-07-30
426784,5542460,Savings,USD,485217.01,475851.4,9365.61,100,0.0451,529309401,2024-03-09
890321,3234126,Checking,USD,341608.62,328708.64,12899.98,0,0.011,514578205,2020-04-03
868206,8867317,Checking,USD,149852.9,139086.77,10766.13,0,0.0152,255641345,2024-01-14
693665,4143728,Savings,USD,643408.22,606007.25,37400.97,100,0.023,319080962,2019-11-21
854066,4720954,Savings,USD,308517.62,282434.89,26082.73,100,0.0356,918468196,2021-07-05
347951,9009173,Checking,USD,401011.88,386013.63,14998.25,0,0.0144,835958068,2023-01-20
174462,3192854,Savings,USD,129891.52,122020.87,7870.65,100,0.0372,421019446,2023-11-02
459528,3176285,Checking,USD,232965.6,229890.19,3075.41,0,0.0117,974338054,2024-10-31
732469,9350710,Savings,USD,151930.0,139160.76,12769.24,100,0.0283,641965306,2024-08-14
339631,6106372,Checking,USD,613749.85,584122.94,29626.91,0,0.0155,316343215,2024-09-25
934853,4254170,Checking,USD,520460.58,486720.18,33740.4,0,0.0164,143313193,2023-09-08
507942,2012522,Savings,USD,435102.19,406588.01,28514.18,100,0.0469,849335088,2020-05-15
555286,9820389,Checking,USD,613731.59,582603.29,31128.3,0,0.0104,439013876,2019-11-27
646361,5876051,Checking,USD,173985.04,159233.87,14751.17,0,0.0176,859477199,2021-12-15
201691,1465420,Checking,USD,728778.21,695817.89,32960.32,0,0.0164,174997147,2022-05-14
380741,6856506,Checking,USD,210023.68,192516.46,17507.22,0,0.0145,903176176,2024-07-08
713634,3527201,Checking,USD,17072.18,16238.38,833.8,0,0.0145,562657127,2021-06-08
956533,3614158,Savings,USD,975014.11,962651.62,12362.49,100,0.0402,626743869,2022-01-21
154244,5817822,Checking,USD,714392.62,646785.64,67606.98,0,0.0149,419691775,2020-08-22
800819,9258041,Savings,USD,643863.28,603578.71,40284.57,100,0.0365,832151624,2024-01-04
202358,7540556,Checking,USD,282038.26,255433.91,26604.35,0,0.0189,351587294,2021-11-11
287776,2057136,Savings,USD,168560.07,162381.83,6178.24,100,0.0321,114342141,2023-09-02
102609,5766164,Savings,USD,98514.2,94707.6,3806.6,100,0.0329,781860056,2024-01-20
620294,6558347,Checking,USD,544328.52,519840.49,24488.03,0,0.0183,882980330,2021-12-27
474710,3253696,Savings,USD,394534.18,363842.05,30692.13,100,0.0475,616082387,2020-12-19
333570,1088488,Savings,USD,369613.27,338548.97,31064.3,100,0.0234,352359697,2020-09-08
506892,2466859,Checking,USD,562543.7,545853.26,16690.44,0,0.0142,514805653,2023-08-09
497420,2464126,Savings,USD,136517.52,124591.23,11926.29,100,0.0374,185548674,2022-12-22
352156,6681410,Savings,USD,965091.93,923109.46,41982.47,100,0.0466,308839457,2023-02-13
217210,1111755,Savings,USD,691908.82,684458.16,7450.66,100,0.0234,211606611,2020-10-23
336349,8009470,Checking,USD,138378.09,132824.04,5554.05,0,0.0186,359526926,2020-01-04
723815,7163197,Savings,USD,515728.23,499923.07,15805.16,100,0.0286,765258377,2020-10-08
774076,3364892,Savings,USD,31832.74,29486.76,2345.98,100,0.0274,657586593,2024-05-02
115119,3977577,Checking,USD,476592.26,448854.29,27737.97,0,0.0161,307416025,2021-02-17
651463,5426851,Savings,USD,904326.39,863599.7,40726.69,100,0.0404,804234125,2022-04-01
713482,2477381,Savings,USD,196774.99,180180.38,16594.61,100,0.0234,964938491,2024-04-12
177986,1156113,Checking,USD,562002.99,525255.25,36747.74,0,0.0141,718783993,2020-06-18
792971,4493756,Checking,USD,91827.01,88385.83,3441.18,0,0.0186,128902231,2023-10-15
776852,6875686,Savings,USD,609792.38,598155.97,11636.41,100,0.0312,437244396,2022-09-06
132242,6116350,Savings,USD,390005.18,356783.26,33221.92,100,0.0204,260803505,2021-12-10
525699,2295714,Savings,USD,844700.32,792812.59,51887.73,100,0.0218,349145213,2023-11-05
347390,1515714,Savings,USD,693901.94,693082.94,819.0,100,0.0414,402171879,2023-12-19
817743,4863318,Checking,USD,881262.75,797999.05,83263.7,0,0.0121,936352765,2024-02-27
558443,6495320,Checking,USD,182638.03,178341.38,4296.65,0,0.0113,439071201,2021-12-16
625964,5747402,Savings,USD,506398.55,504074.36,2324.19,100,0.0222,865618345,2019-12-03
184544,9101290,Checking,USD,993276.29,932589.09,60687.2,0,0.0145,654540285,2023-07-08
661454,1472908,Checking,USD,87674.48,85808.89,1865.59,0,0.0111,764288831,2022-11-20
985381,8670027,Checking,USD,41890.44,38110.28,3780.16,0,0.0131,769786489,2021-08-02
856459,7897786,Checking,USD,373011.74,352522.9,20488.84,0,0.018,826196263,2020-07-10
351516,3207796,Savings,USD,724427.03,695859.94,28567.09,100,0.035,315048877,2024-11-01
318241,7721697,Checking,USD,231029.88,209497.58,21532.3,0,0.0138,627910908,2021-04-16
889392,4734158,Savings,USD,917121.4,877138.61,39982.79,100,0.0398,631304939,2021-11-22
828255,5870942,Checking,USD,977457.79,879827.86,97629.93,0,0.0193,708973403,2022-08-01
663216,2012522,Savings,USD,922689.28,869499.06,53190.22,100,0.0427,639296058,2023-11-15
523287,2746160,Checking,USD,924074.52,841664.15,82410.37,0,0.012,201446871,2024-04-07
753431,6385953,Savings,USD,322566.68,300498.7,22067.98,100,0.0236,839811865,2021-02-11
480503,4394250,Checking,USD,320258.16,299524.48,20733.68,0,0.0178,768655790,2019-12-28
589592,7796448,Savings,USD,94964.22,91552.94,3411.28,100,0.043,953283237,2022-02-14
161308,5568111,Savings,USD,529093.92,495269.64,33824.28,100,0.0357,456653118,2021-08-05
136203,7446241,Checking,USD,154015.56,142070.47,11945.09,0,0.0181,517682034,2021-09-22
568048,9579612,Savings,USD,924507.31,903318.0,21189.31,100,0.0231,163958929,2022-01-29
276531,8662433,Savings,USD,917171.41,833470.62,83700.79,100,0.0491,206807991,2021-04-16
699294,7551602,Savings,USD,315777.64,308169.59,7608.05,100,0.0259,125821340,2020-01-15
849117,9995235,Checking,USD,645965.34,645455.29,510.05,0,0.0102,904651493,2022-04-30
299934,5919473,Savings,USD,697615.41,663211.11,34404.3,100,0.0486,518643095,2020-01-10
892769,2357163,Checking,USD,148477.22,135241.75,13235.47,0,0.0153,465074253,2021-03-24
263102,1686426,Savings,USD,991529.44,923923.69,67605.75,100,0.0453,193859239,2024-02-06
241491,6463339,Savings,USD,766259.57,758129.77,8129.8,100,0.0265,224092449,2023-06-20
733896,4632573,Savings,USD,793866.11,754059.12,39806.99,100,0.0378,309496660,2023-10-01
483933,9120968,Savings,USD,752166.79,704277.97,47888.82,100,0.031,216057818,2021-11-12
213354,1903539,Savings,USD,538036.12,501055.35,36980.77,100,0.0474,969869060,2019-12-09
407037,2300169,Checking,USD,319874.02,288530.72,31343.3,0,0.013,743383632,2024-08-15
174554,8415987,Savings,USD,426593.55,421046.96,5546.59,100,0.0299,191759645,2020-06-16
388592,7634444,Savings,USD,900982.44,857202.2,43780.24,100,0.0236,129096675,2022-10-22
942248,4941266,Checking,USD,326387.12,305051.11,21336.01,0,0.0101,659910554,2024-06-27
423461,4732045,Savings,USD,514183.64,488714.07,25469.57,100,0.0258,194356247,2020-10-10
994111,6314222,Savings,USD,84003.29,83514.58,488.71,100,0.042,980769181,2019-12-01
830342,2778803,Savings,USD,9419.16,8757.37,661.79,100,0.0338,703908201,2023-11-18
545030,7274442,Savings,USD,830515.87,753533.46,76982.41,100,0.0471,168587179,2023-01-31
157816,9069071,Checking,USD,817486.5,787952.62,29533.88,0,0.0125,628817743,2020-06-28
788500,3076148,Savings,USD,81384.82,79060.02,2324.8,100,0.0236,485312311,2022-06-10
353738,7150168,Checking,USD,300541.33,295693.37,4847.96,0,0.0184,801251637,2024-10-04
846378,4457220,Savings,USD,879805.41,795851.42,83953.99,100,0.0313,695718496,2021-09-07
684524,6331563,Checking,USD,954530.26,911579.8,42950.46,0,0.0129,558983366,2020-01-09
471215,6605518,Savings,USD,145562.58,132699.09,12863.49,100,0.0416,472765125,2022-01-19
508455,3132636,Checking,USD,703016.25,646793.81,56222.44,0,0.0139,122155009,2020-02-07
204020,1002442,Checking,USD,605215.97,567840.34,37375.63,0,0.0165,182530273,2022-05-16
135527,2305215,Savings,USD,666247.69,625429.22,40818.47,100,0.0381,176447842,2020-09-30
439944,5644592,Savings,USD,911456.57,848229.04,63227.53,100,0.0241,289411229,2022-10-31
475072,3713589,Checking,USD,53267.57,50834.44,2433.13,0,0.0102,646033588,2021-05-07
461800,4559198,Savings,USD,455550.57,440361.47,15189.1,100,0.0324,653057562,2024-05-03
825391,4466116,Savings,USD,108865.48,101336.45,7529.03,100,0.0303,300388194,2024-02-03
972523,2559506,Checking,USD,693900.22,687800.1,6100.12,0,0.0174,410835359,2022-06-17
336505,1126243,Checking,USD,259089.21,238983.88,20105.33,0,0.0173,485229614,2023-09-26
540112,5810716,Savings,USD,485716.77,477446.14,8270.63,100,0.0244,888167637,2022-06-01
109831,8896868,Savings,USD,109538.96,107441.55,2097.41,100,0.0207,651798593,2022-11-28
531514,4894990,Checking,USD,305954.04,283499.56,22454.48,0,0.0122,902989783,2024-01-22
416859,3965470,Checking,USD,156959.27,147642.69,9316.58,0,0.0144,293022837,2020-08-06
242912,5554758,Savings,USD,33635.34,32080.67,1554.67,100,0.0345,808686768,2023-01-02
633466,7935692,Checking,USD,887369.27,825339.02,62030.25,0,0.0167,722921255,2020-03-05
237120,7074818,Savings,USD,529902.46,506724.52,23177.94,100,0.0217,254564282,2022-01-30
976168,5486815,Savings,USD,284179.71,279905.49,4274.22,100,0.0449,624845534,2021-04-28
253718,5021053,Checking,USD,561511.28,547862.21,13649.07,0,0.0138,485602427,2021-11-06
181298,7555647,Checking,USD,417148.23,413138.67,4009.56,0,0.0105,931704295,2023-08-16
376562,9967763,Checking,USD,293862.18,291583.05,2279.13,0,0.0199,894019442,2021-04-22
437911,8691736,Checking,USD,338931.91,307899.34,31032.57,0,0.0144,450050883,2020-09-06
863150,8459558,Checking,USD,786585.47,720631.81,65953.66,0,0.0157,881506658,2022-04-03
710123,2425100,Savings,USD,507452.73,466757.5,40695.23,100,0.031,199672011,2024-10-10
653847,5319033,Savings,USD,655317.11,607620.62,47696.49,100,0.0417,294133046,2020-06-25
628353,6262413,Checking,USD,515630.0,495417.11,20212.89,0,0.0191,355355377,2021-12-21
326220,4578083,Checking,USD,972730.85,895859.75,76871.1,0,0.0182,486866978,2020-12-05
643338,4456272,Checking,USD,406267.26,404843.45,1423.81,0,0.0109,938085753,2022-07-01
792090,3885365,Savings,USD,726962.61,659533.7,67428.91,100,0.0278,320903019,2021-02-21
212980,9860676,Savings,USD,823244.29,809395.95,13848.34,100,0.0492,700225754,2020-06-04
224397,5548859,Savings,USD,386634.37,383082.43,3551.94,100,0.0481,248459116,2023-07-03
959201,5606274,Checking,USD,821325.66,742521.85,78803.81,0,0.0129,693890634,2022-10-25
367124,6827975,Checking,USD,111921.53,107482.26,4439.27,0,0.0188,527164281,2021-04-12
318487,5548859,Checking,USD,556420.34,522398.09,34022.25,0,0.0136,216467866,2020-11-09
537583,3873929,Savings,USD,100190.88,90765.31,9425.57,100,0.0479,310409058,2020-11-30
691517,3609539,Checking,USD,561659.8,560724.56,935.24,0,0.013,200669967,2020-04-30
647196,3416449,Checking,USD,210878.54,195689.15,15189.39,0,0.0164,446135941,2022-04-16
508392,8512372,Checking,USD,161070.71,156381.12,4689.59,0,0.018,217700745,2021-06-22
710967,1239240,Savings,USD,193563.14,190764.51,2798.63,100,0.0323,948318909,2021-07-19
233612,8035867,Checking,USD,197813.2,182818.41,14994.79,0,0.0148,673971555,2024-07-28
366122,7038824,Savings,USD,760126.34,753609.85,6516.49,100,0.029,900330008,2024-07-03
552557,6869730,Checking,USD,517565.37,483758.0,33807.37,0,0.0148,881995424,2019-11-22
876131,8660429,Savings,USD,86471.1,79152.41,7318.69,100,0.0313,272004743,2023-05-18
534174,9418822,Savings,USD,522672.33,511039.49,11632.84,100,0.0389,101361475,2024-05-01
292584,3355554,Savings,USD,259016.67,257320.35,1696.32,100,0.0315,936556632,2023-05-31
312669,1522514,Checking,USD,646383.85,582436.0,63947.85,0,0.0134,483600627,2021-02-13
440510,2809696,Checking,USD,220343.83,208318.17,12025.66,0,0.015,412442216,2023-01-27
576227,4068837,Checking,USD,338374.24,315531.37,22842.87,0,0.0178,410943675,2022-12-08
978860,7932002,Savings,USD,499560.8,486173.97,13386.83,100,0.032,612782426,2022-05-11
543529,2229943,Checking,USD,499792.19,471259.61,28532.58,0,0.02,852282316,2024-11-04
477827,6828988,Savings,USD,70953.0,66258.51,4694.49,100,0.049,885245136,2023-05-08
718643,1499007,Checking,USD,586397.67,562047.97,24349.7,0,0.0146,436795294,2022-07-26
393083,8592192,Savings,USD,123809.81,115698.77,8111.04,100,0.0286,113677867,2023-09-09
242179,5356239,Savings,USD,247925.0,246118.47,1806.53,100,0.021,613846147,2023-01-03
278116,3854923,Savings,USD,740198.53,678094.49,62104.04,100,0.0321,426258762,2020-06-13
423565,6193796,Checking,USD,758882.12,718425.51,40456.61,0,0.0144,829948205,2023-06-03
820984,3659124,Checking,USD,976937.69,923273.37,53664.32,0,0.0128,899753673,2021-12-12
403204,8424295,Savings,USD,149189.24,144190.94,4998.3,100,0.0423,855090314,2021-11-13
195846,3011800,Savings,USD,633290.83,573488.86,59801.97,100,0.0446,523791042,2021-09-17
351146,4181994,Savings,USD,454496.09,425467.31,29028.78,100,0.04,934345398,2023-03-31
438127,3376356,Checking,USD,740594.04,671313.96,69280.08,0,0.0188,579593647,2023-05-10
134047,4426591,Savings,USD,863747.9,850795.07,12952.83,100,0.0406,759939990,2024-05-18
928154,4983320,Checking,USD,91253.44,87847.76,3405.68,0,0.0166,818958694,2022-03-19
849826,6319610,Checking,USD,798259.84,776652.92,21606.92,0,0.0138,238435159,2023-10-17
625207,6705306,Checking,USD,903242.04,845603.43,57638.61,0,0.0109,997240238,2020-10-13
679812,6272478,Checking,USD,16749.39,16309.51,439.88,0,0.0127,727967732,2020-08-25
431116,2185112,Checking,USD,773312.17,726346.02,46966.15,0,0.0122,953959806,2023-01-25
984117,6869003,Checking,USD,834069.23,787491.67,46577.56,0,0.0147,456717195,2020-10-25
909679,5272790,Savings,USD,738506.07,737605.89,900.18,100,0.0417,456159455,2023-12-21
330657,5132860,Savings,USD,373235.74,362794.79,10440.95,100,0.0458,427258899,2022-02-13
797654,2180728,Savings,USD,943767.81,913150.84,30616.97,100,0.0462,313081673,2020-08-03
934773,8022978,Savings,USD,649805.3,591747.83,58057.47,100,0.0369,181200899,2022-02-21
789778,6586508,Savings,USD,629306.54,617933.57,11372.97,100,0.0399,977090338,2023-01-09
756057,3977736,Savings,USD,847659.11,816555.32,31103.79,100,0.0202,102081900,2024-03-23
326241,1422877,Savings,USD,490725.51,446072.27,44653.24,100,0.0238,496230130,2022-04-15
662375,1133265,Checking,USD,316065.11,301428.75,14636.36,0,0.0141,577298832,2020-10-10
455016,9611152,Checking,USD,441195.11,424395.83,16799.28,0,0.0167,415856852,2021-10-01
144298,3076148,Savings,USD,80571.49,75490.08,5081.41,100,0.0433,244518210,2023-09-02
685891,2490106,Savings,USD,912162.93,825227.79,86935.14,100,0.0402,997857848,2024-10-10
953900,6106372,Savings,USD,850751.4,844881.09,5870.31,100,0.0367,557964917,2024-08-30
148293,9881980,Checking,USD,275738.08,263217.45,12520.63,0,0.0118,886908202,2022-10-12
129089,3426220,Savings,USD,721204.98,690044.78,31160.2,100,0.0489,356491135,2019-11-28
595898,7950590,Savings,USD,174000.78,168853.54,5147.24,100,0.028,513655725,2022-02-08
434452,1339937,Checking,USD,235121.47,227404.08,7717.39,0,0.0188,380960529,2022-04-04
848473,9555634,Savings,USD,733109.01,687349.63,45759.38,100,0.0433,956832522,2021-11-25
381740,5544515,Checking,USD,926194.52,923966.5,2228.02,0,0.0153,678544131,2022-07-31
325608,8634019,Checking,USD,35842.35,34350.33,1492.02,0,0.0172,997368423,2022-01-18
714997,2632292,Checking,USD,312861.3,299675.51,13185.79,0,0.0156,491942490,2022-11-30
882142,1625726,Checking,USD,700144.76,632257.01,67887.75,0,0.0192,496146469,2023-07-29
487904,6392868,Savings,USD,554603.46,512397.5,42205.96,100,0.0254,746551960,2024-11-10
670997,6590206,Checking,USD,581698.19,543976.43,37721.76,0,0.0126,990836994,2023-03-06
919281,5644752,Savings,USD,680264.58,672485.1,7779.48,100,0.0351,945310729,2021-12-09
812990,8525521,Savings,USD,685947.01,668143.3,17803.71,100,0.0263,746803642,2021-08-06
709080,9230771,Savings,USD,952349.51,887889.59,64459.92,100,0.0459,218536559,2023-12-16
328688,6220755,Checking,USD,73873.06,69785.39,4087.67,0,0.0163,998542357,2023-03-20
755229,3744485,Savings,USD,467019.14,448909.9,18109.24,100,0.0218,325073133,2020-07-23
295196,4863318,Savings,USD,166226.59,154150.83,12075.76,100,0.0401,480270243,2020-01-11
495667,7595942,Savings,USD,559874.26,547534.18,12340.08,100,0.0291,370558481,2021-09-21
848424,7699648,Savings,USD,132162.49,128966.84,3195.65,100,0.047,588479155,2020-01-24
988137,7489259,Checking,USD,169123.44,166487.61,2635.83,0,0.0148,406727794,2024-06-03
511610,6950129,Checking,USD,210891.05,192397.22,18493.83,0,0.0185,849575447,2024-07-28
128474,5493665,Checking,USD,312109.12,309556.94,2552.18,0,0.0113,619479014,2022-11-30
209122,7069023,Checking,USD,713459.75,663394.98,50064.77,0,0.0122,662361642,2020-11-20
843001,4270520,Checking,USD,934937.42,918746.91,16190.51,0,0.012,260294334,2022-05-12
976121,4933222,Checking,USD,431265.75,405506.91,25758.84,0,0.0155,722783545,2023-03-30
136732,1465233,Savings,USD,673604.98,631948.02,41656.96,100,0.0445,958257889,2023-07-19
498448,7449724,Savings,USD,72171.21,66592.29,5578.92,100,0.0469,743813852,2021-06-15
543087,4505872,Checking,USD,186761.43,172845.4,13916.03,0,0.0121,161596539,2021-11-09
575774,5358995,Savings,USD,716506.97,679155.92,37351.05,100,0.0433,843398757,2022-09-27
378762,4736810,Savings,USD,531159.84,490885.06,40274.78,100,0.0486,113473207,2022-02-09
876053,9440577,Savings,USD,518124.55,478585.25,39539.3,100,0.0297,760551158,2024-03-13
770528,2262465,Savings,USD,78700.3,74369.42,4330.88,100,0.0373,759412112,2020-02-22
211032,6232171,Savings,USD,491277.35,476910.97,14366.38,100,0.0423,355329899,2023-03-07
737003,3547207,Checking,USD,2415.48,2354.85,60.63,0,0.0144,619987257,2023-08-08
121104,2242562,Savings,USD,223125.95,202375.42,20750.53,100,0.0314,257721608,2020-02-08
943217,3614158,Checking,USD,533196.54,509311.98,23884.56,0,0.0116,376587527,2024-07-25
746336,2199093,Savings,USD,97865.26,89183.54,8681.72,100,0.0202,186622260,2024-10-06
406293,4679760,Checking,USD,768088.2,739045.93,29042.27,0,0.0192,783274375,2022-08-27
144731,2812952,Checking,USD,144689.12,138945.64,5743.48,0,0.0122,826032475,2020-11-04
477409,6882536,Savings,USD,246982.27,231951.99,15030.28,100,0.0312,103704568,2023-08-12
528924,5036334,Savings,USD,252256.46,230881.78,21374.68,100,0.023,300824648,2024-08-29
263746,5797329,Savings,USD,241329.41,224499.75,16829.66,100,0.031,445107424,2021-12-21
497823,4066832,Savings,USD,543766.9,508188.39,35578.51,100,0.0273,275624973,2024-01-03
839256,4244254,Savings,USD,620328.59,603760.31,16568.28,100,0.0412,274272600,2021-08-30
109413,6007378,Checking,USD,270379.45,246757.39,23622.06,0,0.0171,281018320,2022-04-29
371074,2065056,Savings,USD,680106.63,642197.41,37909.22,100,0.0387,855613378,2024-06-22
777524,7998094,Checking,USD,275598.86,250433.04,25165.82,0,0.0166,338473319,2020-05-03
257285,6447976,Savings,USD,300662.34,279819.21,20843.13,100,0.0419,433297359,2020-09-16
704389,1870268,Checking,USD,525751.91,505756.92,19994.99,0,0.0172,661413297,2023-12-19
226743,9417605,Checking,USD,635745.59,603481.02,32264.57,0,0.0158,186659000,2022-06-09
478303,7156449,Savings,USD,323564.8,320982.25,2582.55,100,0.0392,693296352,2020-05-19
110718,5067771,Checking,USD,259103.77,257378.41,1725.36,0,0.0121,140480077,2023-06-27
103616,4652858,Checking,USD,32097.2,29038.78,3058.42,0,0.0162,139106786,2024-11-02
298284,3680258,Checking,USD,58038.03,52711.24,5326.79,0,0.0199,272593542,2021-06-15
716542,3319495,Checking,USD,285637.37,262816.16,22821.21,0,0.0197,249645323,2022-10-07
967436,7788845,Savings,USD,622270.74,572327.75,49942.99,100,0.0476,956373435,2021-11-12
893447,8364949,Savings,USD,239606.72,215668.78,23937.94,100,0.0292,748235307,2023-05-26
767049,8918284,Checking,USD,768501.55,700582.43,67919.12,0,0.0123,461931749,2020-02-10
946968,6103120,Savings,USD,526144.14,505421.6,20722.54,100,0.0205,367539242,2023-09-28
139216,4065922,Checking,USD,428604.57,388251.63,40352.94,0,0.0194,483232960,2020-02-05
321110,2528484,Checking,USD,604263.65,558412.23,45851.42,0,0.0186,749909992,2020-04-02
104086,3554072,Checking,USD,868112.73,828086.13,40026.6,0,0.0108,919294303,2023-01-10
363664,4972883,Savings,USD,848555.8,845484.56,3071.24,100,0.0316,428370043,2019-12-27
449073,2869598,Checking,USD,267559.6,251260.2,16299.4,0,0.0152,150259897,2020-03-11
411239,4325653,Checking,USD,292383.12,287104.48,5278.64,0,0.0116,309130127,2023-07-13
140599,6776712,Savings,USD,890442.69,877068.08,13374.61,100,0.0243,734649834,2022-07-24
820519,2131091,Checking,USD,345137.42,331377.07,13760.35,0,0.0108,857101415,2022-08-26
981196,6511779,Checking,USD,371826.65,363084.6,8742.05,0,0.0165,521828227,2024-07-29
540995,3929121,Checking,USD,180950.09,173162.83,7787.26,0,0.0108,385965307,2023-01-11
872052,2678718,Checking,USD,821130.7,808805.28,12325.42,0,0.0113,589292000,2024-11-03
613458,5434632,Savings,USD,891300.42,802612.75,88687.67,100,0.033,455513203,2024-06-15
561955,6179363,Savings,USD,228247.91,209182.37,19065.54,100,0.0339,954992824,2022-11-06
733963,4261662,Savings,USD,661303.96,629725.6,31578.36,100,0.0334,742984798,2024-03-02
534887,2134847,Savings,USD,259726.35,258495.19,1231.16,100,0.0384,966523273,2021-01-24
324514,6822831,Checking,USD,30492.36,29113.39,1378.97,0,0.0114,287096956,2020-10-11
952237,2949156,Checking,USD,163268.93,152838.54,10430.39,0,0.0159,115689654,2022-05-11
409894,5209613,Checking,USD,976119.08,921862.38,54256.7,0,0.0135,125960565,2021-09-03
250396,4857896,Checking,USD,412738.28,381286.67,31451.61,0,0.0115,514749537,2022-06-09
271495,7537581,Savings,USD,242384.82,234746.24,7638.58,100,0.0463,713149843,2021-08-26
164443,5322020,Checking,USD,163794.59,150655.73,13138.86,0,0.0194,576650507,2022-09-06
974141,6809325,Savings,USD,956486.21,950431.58,6054.63,100,0.0469,625214645,2020-12-03
863784,5229263,Savings,USD,157702.48,149209.7,8492.78,100,0.0389,281969243,2022-10-10
872993,6505843,Savings,USD,18039.5,16590.16,1449.34,100,0.0256,353180094,2021-09-09
658801,5968162,Savings,USD,138696.26,135427.35,3268.91,100,0.0387,899080679,2024-01-23
511075,7290480,Checking,USD,797616.07,795288.56,2327.51,0,0.0101,839136132,2023-05-25
579123,4021121,Checking,USD,346784.92,344737.97,2046.95,0,0.0151,206999398,2022-12-29
467290,2172354,Checking,USD,117401.44,109322.74,8078.7,0,0.0119,804809748,2021-09-08
207322,7110405,Savings,USD,733384.74,667720.04,65664.7,100,0.0342,297238060,2021-12-04
124699,5187880,Checking,USD,266909.43,261516.79,5392.64,0,0.0155,666077439,2023-10-27
677872,3873313,Checking,USD,90421.54,84989.94,5431.6,0,0.0183,678941816,2024-02-23
613689,1504716,Savings,USD,752452.18,712310.85,40141.33,100,0.0215,897317269,2024-01-08
219817,1568891,Savings,USD,391057.21,372574.97,18482.24,100,0.0221,806676917,2023-11-11
667796,2875958,Checking,USD,343730.77,337222.17,6508.6,0,0.0167,836064938,2020-08-26
226652,4225946,Checking,USD,817366.64,755306.52,62060.12,0,0.0105,916492171,2021-12-20
888740,7657291,Checking,USD,106687.7,97268.54,9419.16,0,0.0177,747189309,2023-03-30
799072,5602484,Savings,USD,248816.42,226087.72,22728.7,100,0.0361,387019198,2022-04-18
660117,5938895,Checking,USD,104498.8,100282.69,4216.11,0,0.0192,291220502,2023-09-22
376155,6236923,Savings,USD,987802.83,949011.8,38791.03,100,0.0451,723538697,2021-09-21
369804,9549310,Savings,USD,334351.51,323050.28,11301.23,100,0.0302,837196074,2023-02-21
299471,1970075,Savings,USD,18062.64,17965.35,97.29,100,0.0338,834505819,2023-07-03
648993,1805731,Checking,USD,993594.54,904649.65,88944.89,0,0.0153,931400543,2019-12-23
438573,4860429,Savings,USD,626857.2,578999.79,47857.41,100,0.0374,552192549,2024-07-25
374943,6785391,Checking,USD,356180.53,335444.59,20735.94,0,0.0161,714403826,2023-06-03
643777,2381086,Savings,USD,303398.66,288963.29,14435.37,100,0.0318,604714951,2020-04-06
225389,8046882,Checking,USD,988898.59,900564.58,88334.01,0,0.013,985425389,2020-10-18
153710,6925744,Checking,USD,648630.23,590422.34,58207.89,0,0.011,746733142,2022-04-27
206138,4104786,Checking,USD,685427.95,623700.06,61727.89,0,0.0103,477415185,2024-08-17
664645,2154254,Savings,USD,135710.71,130963.02,4747.69,100,0.0309,675513096,2021-05-21
985407,7118624,Checking,USD,746472.5,678721.34,67751.16,0,0.0183,921311741,2020-03-03
760725,6750667,Checking,USD,585325.03,541087.29,44237.74,0,0.0199,401257014,2022-08-02
143955,3324975,Checking,USD,788666.31,759336.53,29329.78,0,0.0183,317669226,2021-04-20
496349,9509007,Checking,USD,117934.49,110574.16,7360.33,0,0.0167,219137321,2023-01-14
277553,3965624,Savings,USD,583080.62,572064.88,11015.74,100,0.0232,425178092,2019-12-19
440830,4736810,Savings,USD,25008.39,22655.33,2353.06,100,0.0341,423101340,2020-07-15
118399,9459389,Checking,USD,447006.73,424172.44,22834.29,0,0.0148,110295041,2023-11-05
787542,2968629,Savings,USD,656404.71,631664.78,24739.93,100,0.0443,303445475,2023-05-20
923114,3885613,Savings,USD,715039.92,676032.31,39007.61,100,0.0425,372906882,2024-04-09
