cust_number,social_security_num,firstname,lastname,birthdate,email_address,contact_number,street_address,city,state_code,postal_code,nation,fico_score,annual_income,customer_type
3425822,193-22-5561,Mary,Brown,1932-03-21,mary.brown@example.com,(574)-771-2271,3884 2nd Ave,Houston,IL,88319,United States,435,129106.25,Personal
4215488,630-38-5783,Barbara,Smith,1945-07-08,barbara.smith@example.com,(573)-217-4607,4441 Broadway,Chicago,TX,17439,United States,726,110092.94,Business
3150860,950-26-6153,Elizabeth,Williams,1992-05-16,elizabeth.williams@example.com,(555)-917-2593,7000 1st Ave,New York,NY,46722,United States,813,138683.44,Business
2966307,372-38-5601,John,Brown,2000-07-30,john.brown@example.com,(952)-820-6959,7127 1st Ave,Houston,TX,38600,United States,792,39539.82,Personal
1749285,494-36-4948,Mary,Williams,1961-09-30,mary.williams@example.com,(605)-465-8819,4575 Elm St,Houston,IL,63052,United States,771,72718.62,Business
9322070,486-60-8228,Michael,Miller,2002-03-02,michael.miller@example.com,(361)-688-2520,3700 1st Ave,Phoenix,NY,61511,United States,585,139144.81,Personal
3379239,265-24-7934,John,Brown,1992-12-12,john.brown@example.com,(361)-860-6785,3370 Broadway,Chicago,IL,93190,United States,436,44399.4,Business
1273841,390-83-9416,Mary,Smith,1947-03-12,mary.smith@example.com,(422)-735-1702,964 1st Ave,Phoenix,NY,91022,United States,496,80696.21,Personal
1961549,430-86-2402,Robert,Miller,1978-03-04,robert.miller@example.com,(332)-592-7762,5890 Broadway,Phoenix,TX,85583,United States,333,34363.97,Business
5287184,193-12-9895,William,Jones,1934-06-09,william.jones@example.com,(609)-466-1587,9772 1st Ave,New York,CA,52394,United States,578,138346.32,Business
8210971,381-14-3060,Mary,Jones,1995-01-25,mary.jones@example.com,(815)-722-5887,2971 Broadway,New York,AZ,53595,United States,629,30309.56,Personal
2623835,468-53-6845,Mary,Williams,1981-07-23,mary.williams@example.com,(728)-965-7035,9447 Broadway,Chicago,NY,89637,United States,749,43345.22,Business
4635925,488-15-2934,Linda,Davis,1978-12-22,linda.davis@example.com,(188)-211-8706,104 Broadway,Los Angeles,AZ,15797,United States,554,48138.24,Business
4351567,506-19-5701,Patricia,Moore,1953-12-31,patricia.moore@example.com,(946)-812-2984,7796 Elm St,Los Angeles,NY,95763,United States,728,70551.75,Business
2060295,201-47-7691,William,Johnson,1979-08-13,william.johnson@example.com,(610)-282-7215,1992 Main St,Houston,CA,72680,United States,314,50760.83,Business
5318856,458-15-4344,Patricia,Moore,1962-07-11,patricia.moore@example.com,(433)-742-7508,7659 Broadway,New York,CA,97056,United States,409,48218.11,Personal
6206122,302-42-7245,Mary,Williams,1964-01-20,mary.williams@example.com,(813)-497-3099,1922 Broadway,Houston,CA,20258,United States,642,57239.03,Business
7442857,102-19-5774,Robert,Smith,1967-08-07,robert.smith@example.com,(845)-215-3148,253 1st Ave,Phoenix,IL,88114,United States,588,60934.41,Business
4356975,535-17-1456,Linda,Jones,1973-01-08,linda.jones@example.com,(403)-628-2786,3410 Broadway,Chicago,CA,37671,United States,550,144260.36,Business
6874423,213-74-1481,Mary,Wilson,1990-06-08,mary.wilson@example.com,(103)-559-6731,6432 1st Ave,Phoenix,CA,54053,United States,635,61309.21,Personal
7303337,190-28-4255,William,Miller,1990-12-27,william.miller@example.com,(448)-885-9539,8070 Elm St,New York,IL,10594,United States,790,127440.96,Personal
9073819,986-26-5098,Elizabeth,Smith,1991-04-03,elizabeth.smith@example.com,(788)-641-6140,6430 Broadway,Houston,TX,62930,United States,752,53253.11,Personal
3995078,806-76-7496,Elizabeth,Miller,1952-03-01,elizabeth.miller@example.com,(309)-657-8518,5572 1st Ave,Houston,NY,25458,United States,381,51789.96,Business
4201221,732-39-5252,Patricia,Davis,1944-06-17,patricia.davis@example.com,(555)-274-9384,2542 Elm St,Phoenix,NY,56034,United States,726,74154.11,Business
1901944,279-81-8612,James,Brown,1955-04-07,james.brown@example.com,(412)-571-8615,405 2nd Ave,Chicago,AZ,20310,United States,510,58769.38,Business
3604828,374-46-3141,William,Williams,1950-10-18,william.williams@example.com,(432)-893-1727,6750 Elm St,Phoenix,IL,38216,United States,553,100865.0,Personal
1444760,501-99-3375,Elizabeth,Miller,1967-11-20,elizabeth.miller@example.com,(301)-655-3418,3870 Elm St,New York,AZ,27998,United States,602,86430.87,Business
5302156,923-56-7875,Robert,Davis,1994-04-17,robert.davis@example.com,(796)-826-1243,3247 Main St,Phoenix,TX,76111,United States,694,73271.29,Personal
6210505,628-24-3893,Barbara,Taylor,1984-05-18,barbara.taylor@example.com,(756)-522-5830,5378 1st Ave,Phoenix,CA,70372,United States,807,44992.26,Business
3040907,738-85-5313,Elizabeth,Johnson,1939-12-05,elizabeth.johnson@example.com,(948)-840-4724,6641 1st Ave,Chicago,TX,71698,United States,464,99413.65,Personal
5753928,983-49-1710,William,Moore,1995-11-03,william.moore@example.com,(891)-219-5190,7426 Main St,Phoenix,CA,36092,United States,390,112061.31,Business
3401952,461-75-9946,Mary,Wilson,1941-12-24,mary.wilson@example.com,(799)-778-9456,4334 1st Ave,Los Angeles,TX,25368,United States,819,131538.69,Business
2535398,279-79-7104,Linda,Davis,1940-05-25,linda.davis@example.com,(265)-211-8821,5110 1st Ave,Houston,IL,65537,United States,534,76984.36,Personal
8873534,124-48-8515,William,Jones,1933-10-15,william.jones@example.com,(826)-267-4159,7524 Main St,Los Angeles,IL,12965,United States,685,124334.32,Personal
1123937,324-57-9427,Mary,Williams,1940-10-01,mary.williams@example.com,(899)-346-8283,5523 Main St,Phoenix,TX,93098,United States,486,114257.91,Business
1525077,474-56-9297,John,Brown,1980-10-24,john.brown@example.com,(577)-277-4816,6051 Elm St,New York,AZ,97374,United States,825,126384.96,Business
3843741,714-29-8190,Linda,Williams,1973-04-18,linda.williams@example.com,(905)-134-3982,6079 Elm St,Phoenix,IL,56548,United States,627,139591.08,Business
1638201,429-47-9224,John,Williams,1995-01-20,john.williams@example.com,(563)-282-2812,3144 Elm St,Phoenix,AZ,62708,United States,758,58597.87,Business
1479843,964-90-8019,Patricia,Wilson,1996-12-17,patricia.wilson@example.com,(320)-249-4376,938 Main St,New York,TX,21208,United States,662,145960.04,Business
4169589,235-86-7130,Barbara,Miller,1988-03-27,barbara.miller@example.com,(950)-222-7438,6882 Broadway,New York,IL,65463,United States,784,62393.87,Business
5742326,936-72-1834,Patricia,Wilson,1951-03-30,patricia.wilson@example.com,(758)-116-4483,6880 2nd Ave,Los Angeles,AZ,66028,United States,355,45296.86,Business
6596408,614-43-1325,Mary,Wilson,1959-12-08,mary.wilson@example.com,(331)-883-2093,8806 Elm St,Houston,IL,81590,United States,633,51899.35,Business
8484616,260-69-5467,Michael,Johnson,1967-06-10,michael.johnson@example.com,(159)-110-5028,4918 Main St,New York,IL,83515,United States,476,126507.76,Business
7258209,190-71-2415,James,Jones,1982-10-31,james.jones@example.com,(702)-375-8289,4327 1st Ave,New York,NY,89144,United States,788,35967.57,Business
8931314,775-19-3844,Robert,Smith,1991-01-21,robert.smith@example.com,(428)-334-5716,6948 Main St,New York,IL,53071,United States,642,51885.88,Business
8369722,673-96-4022,James,Williams,1934-10-30,james.williams@example.com,(216)-470-2045,1976 Broadway,New York,AZ,95466,United States,533,101341.57,Personal
8274773,752-89-6296,Mary,Johnson,1987-01-07,mary.johnson@example.com,(803)-959-3021,5873 Broadway,Los Angeles,CA,44458,United States,635,125056.27,Personal
8090437,129-97-8868,William,Taylor,2000-05-26,william.taylor@example.com,(176)-859-4552,8099 2nd Ave,Houston,TX,11586,United States,363,76085.08,Personal
6762666,834-17-7877,Michael,Smith,1955-12-31,michael.smith@example.com,(128)-463-2564,1543 Elm St,Los Angeles,CA,82308,United States,582,32639.55,Personal
1682880,565-89-1332,Robert,Brown,1954-07-13,robert.brown@example.com,(306)-628-4143,5363 Broadway,New York,TX,34923,United States,449,133704.65,Business
7011377,260-29-5756,Mary,Davis,1988-05-30,mary.davis@example.com,(826)-182-2093,4165 1st Ave,New York,IL,82378,United States,406,46599.62,Personal
4676635,435-91-3858,Michael,Davis,1972-04-27,michael.davis@example.com,(345)-649-4353,6817 Elm St,Phoenix,IL,63462,United States,327,115904.27,Business
6453318,873-61-9367,Elizabeth,Brown,1986-06-18,elizabeth.brown@example.com,(968)-380-8193,946 Elm St,Los Angeles,NY,91200,United States,683,88997.54,Business
2740587,284-90-4999,Linda,Taylor,1983-04-29,linda.taylor@example.com,(865)-358-5206,4277 Elm St,Los Angeles,NY,70672,United States,616,69465.6,Business
2039461,852-31-4831,Robert,Taylor,1935-03-28,robert.taylor@example.com,(591)-936-8770,1976 1st Ave,Houston,IL,14144,United States,453,96739.09,Personal
9517056,355-66-7694,Mary,Johnson,2004-12-01,mary.johnson@example.com,(730)-168-1517,8467 Main St,Phoenix,AZ,80737,United States,399,113408.77,Personal
1923163,215-24-1720,Barbara,Moore,1955-07-24,barbara.moore@example.com,(570)-103-9333,4485 1st Ave,Chicago,IL,51408,United States,535,122961.69,Personal
8883937,237-21-2053,Linda,Miller,1980-06-30,linda.miller@example.com,(796)-904-6436,1342 Main St,New York,AZ,45721,United States,670,117173.13,Personal
9813708,755-26-2160,Michael,Davis,1966-06-24,michael.davis@example.com,(449)-465-2450,5015 2nd Ave,Los Angeles,NY,10020,United States,307,93974.02,Business
2791994,415-40-8501,Michael,Brown,1969-12-13,michael.brown@example.com,(269)-263-3928,8407 1st Ave,Chicago,TX,85950,United States,494,39381.94,Business
6956144,394-78-2177,Elizabeth,Jones,1994-10-18,elizabeth.jones@example.com,(145)-838-9065,3390 Broadway,Houston,TX,19455,United States,341,58421.34,Business
2483177,199-11-3785,Barbara,Jones,2003-05-25,barbara.jones@example.com,(953)-426-4165,7548 1st Ave,Phoenix,CA,37318,United States,638,142722.86,Business
2141266,740-47-5490,Mary,Davis,1933-07-12,mary.davis@example.com,(780)-120-9108,4438 2nd Ave,Houston,CA,39794,United States,769,122710.18,Personal
9470366,247-22-1769,Mary,Moore,1969-05-28,mary.moore@example.com,(486)-975-1526,5411 Elm St,Chicago,IL,80175,United States,774,149292.73,Personal
7183169,328-98-8176,Robert,Williams,1972-01-12,robert.williams@example.com,(516)-707-7659,7939 Broadway,Los Angeles,IL,45549,United States,701,75851.32,Business
8877745,319-73-3081,James,Williams,1948-10-11,james.williams@example.com,(663)-129-6910,7566 Main St,Los Angeles,NY,62828,United States,746,51586.1,Business
4041965,589-39-5343,Michael,Moore,1945-03-04,michael.moore@example.com,(636)-677-1962,4450 Broadway,Houston,AZ,52545,United States,598,64871.51,Personal
9843194,688-52-9296,Michael,Moore,1984-04-24,michael.moore@example.com,(723)-902-4919,2484 Main St,Phoenix,NY,97981,United States,534,52633.93,Personal
3121918,197-71-6330,Robert,Brown,1948-11-10,robert.brown@example.com,(406)-807-9716,5774 2nd Ave,Chicago,IL,11853,United States,590,67463.09,Personal
6187985,801-93-5770,Robert,Smith,1938-08-30,robert.smith@example.com,(514)-320-2502,7059 2nd Ave,Chicago,NY,73820,United States,356,36376.95,Personal
1266245,363-66-5354,Patricia,Wilson,2001-07-30,patricia.wilson@example.com,(228)-219-3173,740 2nd Ave,Houston,NY,59139,United States,812,33137.95,Business
1107963,870-26-2585,Michael,Taylor,1986-04-13,michael.taylor@example.com,(609)-153-9205,8405 Elm St,New York,TX,28445,United States,582,48043.97,Personal
4942334,118-81-8285,Barbara,Davis,1971-06-11,barbara.davis@example.com,(249)-255-7213,9907 2nd Ave,Houston,TX,39582,United States,585,104313.87,Business
6448283,831-14-1734,James,Johnson,1977-06-24,james.johnson@example.com,(480)-907-6285,4540 Elm St,New York,IL,60971,United States,658,38103.28,Business
2853625,246-66-2067,Elizabeth,Williams,1994-07-20,elizabeth.williams@example.com,(717)-972-6245,2422 2nd Ave,New York,TX,26067,United States,825,80274.11,Personal
9474876,346-99-8775,Elizabeth,Miller,1942-08-03,elizabeth.miller@example.com,(127)-169-8160,4282 Elm St,Chicago,IL,70634,United States,380,59573.86,Personal
2536790,817-84-7685,Linda,Moore,1948-09-24,linda.moore@example.com,(359)-667-2475,3837 Main St,New York,IL,99162,United States,547,136067.97,Personal
2930624,784-52-5026,Linda,Miller,1997-01-22,linda.miller@example.com,(758)-844-4925,225 1st Ave,Phoenix,NY,80650,United States,811,113146.48,Personal
5710208,538-58-2513,Robert,Smith,1932-06-27,robert.smith@example.com,(959)-165-1572,7223 Main St,Phoenix,IL,76501,United States,369,125155.75,Personal
4400815,832-29-9879,William,Taylor,1968-08-31,william.taylor@example.com,(432)-297-8010,6406 Main St,Chicago,IL,12271,United States,378,96410.9,Business
1954993,332-69-5928,William,Davis,1997-06-28,william.davis@example.com,(830)-307-7304,1325 Broadway,Chicago,NY,47343,United States,470,120946.27,Business
2334419,233-49-2038,Mary,Moore,1959-06-01,mary.moore@example.com,(934)-831-3620,1193 Broadway,New York,AZ,41474,United States,517,95557.88,Personal
7481173,139-40-3616,James,Smith,2003-04-11,james.smith@example.com,(918)-617-8272,9964 1st Ave,Houston,CA,71346,United States,772,74099.77,Business
6167749,478-27-1515,Mary,Smith,1972-12-14,mary.smith@example.com,(229)-891-6529,4564 Main St,Los Angeles,TX,60496,United States,568,100128.17,Personal
1391240,707-75-5168,Patricia,Jones,1995-09-01,patricia.jones@example.com,(427)-469-3552,2314 1st Ave,Chicago,IL,91481,United States,561,127108.73,Personal
2192715,365-21-4851,William,Davis,1997-07-01,william.davis@example.com,(501)-854-4320,2523 1st Ave,Chicago,AZ,66515,United States,411,58223.32,Personal
6834893,537-22-4723,Patricia,Smith,1939-09-06,patricia.smith@example.com,(179)-226-4999,8171 Broadway,Los Angeles,TX,71521,United States,355,91395.67,Personal
3951458,857-29-2251,Patricia,Davis,2002-12-29,patricia.davis@example.com,(220)-178-2701,8563 Elm St,New York,AZ,81994,United States,521,109516.91,Personal
4577877,324-36-1765,William,Wilson,1983-12-05,william.wilson@example.com,(768)-942-2035,3184 Elm St,Phoenix,NY,92611,United States,732,128632.07,Personal
9559074,256-81-7668,John,Smith,1988-12-15,john.smith@example.com,(779)-849-9297,2037 Elm St,New York,IL,40961,United States,508,121731.41,Business
5163186,478-74-1137,John,Moore,1962-07-05,john.moore@example.com,(655)-637-8404,8062 Elm St,Houston,AZ,14744,United States,768,78942.61,Business
3992881,386-46-7860,Elizabeth,Smith,1953-06-10,elizabeth.smith@example.com,(379)-262-4270,5742 Elm St,Phoenix,TX,45624,United States,826,62801.34,Personal
3436633,690-15-8939,Barbara,Smith,1963-06-07,barbara.smith@example.com,(361)-248-3505,4419 Elm St,Phoenix,AZ,14846,United States,392,66140.82,Business
4475290,944-61-4116,William,Taylor,1988-02-01,william.taylor@example.com,(789)-721-2765,5602 Elm St,Houston,IL,76780,United States,684,79989.6,Personal
5135067,954-44-9827,Robert,Smith,1952-08-15,robert.smith@example.com,(448)-383-6314,4059 2nd Ave,Houston,AZ,34678,United States,476,138851.33,Personal
6781144,798-66-1953,Patricia,Brown,1975-06-20,patricia.brown@example.com,(785)-172-2174,7865 1st Ave,Phoenix,TX,63475,United States,388,144278.73,Business
7526122,482-76-5392,Robert,Miller,1982-07-06,robert.miller@example.com,(160)-637-6740,7810 Main St,New York,TX,15669,United States,693,43963.2,Business
3797651,774-37-6560,James,Williams,2005-04-05,james.williams@example.com,(703)-527-1188,6276 1st Ave,Phoenix,IL,56125,United States,477,51330.53,Business
6048192,395-37-8125,James,Taylor,1931-09-01,james.taylor@example.com,(921)-852-5445,8850 Elm St,Chicago,AZ,96213,United States,704,116388.43,Personal
9317199,391-51-8202,William,Johnson,1997-02-07,william.johnson@example.com,(423)-551-7597,8673 Broadway,Houston,CA,66836,United States,312,106238.76,Business
4703595,534-55-1574,Patricia,Smith,1971-09-25,patricia.smith@example.com,(579)-381-7943,7269 1st Ave,Los Angeles,CA,48986,United States,306,97995.45,Business
6670100,445-13-2805,James,Davis,1992-05-07,james.davis@example.com,(788)-941-4268,3484 Broadway,Chicago,CA,21695,United States,781,117019.04,Business
8086193,812-38-2582,Robert,Taylor,1974-12-12,robert.taylor@example.com,(618)-464-4840,4316 Main St,Los Angeles,TX,26281,United States,349,44681.79,Business
4482530,273-36-2372,John,Miller,1934-02-15,john.miller@example.com,(555)-819-9522,5612 2nd Ave,Houston,AZ,81829,United States,588,80255.89,Personal
3255739,118-99-2436,Linda,Brown,1938-02-06,linda.brown@example.com,(630)-529-7431,8467 Broadway,Houston,CA,62335,United States,532,119172.8,Personal
2541308,389-82-8182,Mary,Moore,2002-09-19,mary.moore@example.com,(833)-550-5196,1870 Elm St,New York,AZ,26559,United States,774,39549.06,Business
2845418,704-44-9613,Mary,Jones,1945-03-18,mary.jones@example.com,(857)-651-3297,7749 2nd Ave,Los Angeles,IL,37515,United States,569,81859.43,Business
9925405,917-98-9661,Barbara,Johnson,1966-01-21,barbara.johnson@example.com,(752)-650-4226,5299 1st Ave,Houston,CA,71163,United States,592,69945.91,Personal
4104662,559-43-8459,Robert,Wilson,1983-06-04,robert.wilson@example.com,(306)-226-9846,523 2nd Ave,New York,CA,42475,United States,494,80874.92,Personal
6562543,463-44-3616,John,Johnson,2004-07-13,john.johnson@example.com,(324)-549-5017,9751 Elm St,Houston,TX,97016,United States,320,62531.79,Personal
9948353,523-20-4548,Robert,Davis,1965-06-02,robert.davis@example.com,(376)-299-3471,4090 1st Ave,Phoenix,NY,62230,United States,548,45311.55,Business
6692342,366-74-5685,Barbara,Davis,1933-05-13,barbara.davis@example.com,(963)-115-5632,2556 Main St,New York,AZ,85604,United States,797,100877.21,Business
1076581,170-96-7651,Barbara,Miller,1994-04-13,barbara.miller@example.com,(527)-775-7396,7345 Elm St,Los Angeles,AZ,84213,United States,491,89209.87,Personal
9286433,695-76-1680,Michael,Smith,1994-02-09,michael.smith@example.com,(970)-680-8977,8841 Elm St,Los Angeles,NY,75519,United States,823,148560.28,Personal
1221022,210-34-7616,William,Johnson,1941-09-09,william.johnson@example.com,(387)-105-9308,3228 Main St,Phoenix,IL,99115,United States,453,115855.18,Business
9083252,392-42-6266,Robert,Miller,1966-11-21,robert.miller@example.com,(807)-297-3917,2468 1st Ave,New York,IL,49994,United States,691,85927.43,Business
1193127,870-57-6426,William,Moore,1953-07-06,william.moore@example.com,(590)-393-3965,220 Main St,Los Angeles,AZ,84746,United States,452,56935.38,Personal
5969012,985-32-5657,Barbara,Johnson,1947-04-10,barbara.johnson@example.com,(792)-615-9417,1085 Main St,Los Angeles,TX,33346,United States,579,102905.11,Business
7761854,721-63-6185,James,Taylor,1974-02-10,james.taylor@example.com,(328)-641-6515,3928 2nd Ave,Chicago,NY,33042,United States,454,31429.49,Personal
1800071,437-59-1090,Mary,Davis,1945-11-28,mary.davis@example.com,(288)-253-5408,8226 Main St,Los Angeles,CA,94002,United States,386,58417.11,Personal
1282816,160-59-9805,Barbara,Moore,1957-09-14,barbara.moore@example.com,(110)-730-7700,4650 Broadway,Phoenix,CA,83448,United States,670,69194.06,Personal
4168506,279-10-1621,Barbara,Taylor,1991-10-19,barbara.taylor@example.com,(824)-847-9687,2285 Broadway,Chicago,IL,99313,United States,424,56392.48,Business
9586109,479-50-8960,Mary,Smith,1934-11-29,mary.smith@example.com,(386)-224-4086,6777 1st Ave,New York,TX,45931,United States,400,74955.2,Personal
3289941,286-31-5710,Mary,Moore,1940-02-10,mary.moore@example.com,(329)-786-3704,9555 1st Ave,New York,NY,13343,United States,430,59365.44,Personal
4645452,682-83-3224,John,Johnson,1994-04-20,john.johnson@example.com,(653)-422-9311,2072 1st Ave,Los Angeles,TX,40599,United States,624,34346.72,Personal
2423010,501-21-1858,Mary,Brown,1991-12-10,mary.brown@example.com,(878)-186-6561,3764 Broadway,New York,NY,53073,United States,790,90288.72,Business
2489849,917-47-5043,John,Moore,1987-01-20,john.moore@example.com,(431)-960-2975,5091 Main St,Phoenix,AZ,71384,United States,850,134259.15,Business
1361561,780-23-2680,Michael,Jones,1939-09-10,michael.jones@example.com,(456)-382-4424,1967 2nd Ave,Houston,NY,20270,United States,599,43162.34,Personal
9754653,240-13-7658,Robert,Moore,1953-07-16,robert.moore@example.com,(780)-456-7233,2486 Main St,New York,AZ,81706,United States,492,105825.25,Business
7175393,248-92-4351,Patricia,Miller,1984-09-19,patricia.miller@example.com,(566)-233-7115,2168 Main St,Chicago,TX,55976,United States,721,112519.48,Business
8141025,555-19-3332,Elizabeth,Johnson,1971-08-15,elizabeth.johnson@example.com,(937)-927-6090,4540 Main St,New York,CA,12848,United States,656,147268.67,Business
4391370,354-93-3704,John,Davis,1957-10-07,john.davis@example.com,(890)-745-8448,812 2nd Ave,Los Angeles,NY,61909,United States,735,133995.43,Business
2943309,688-33-1995,William,Miller,1993-11-05,william.miller@example.com,(788)-239-3309,8998 1st Ave,Chicago,NY,45140,United States,314,46982.95,Personal
9722028,772-42-6237,Michael,Miller,1991-07-19,michael.miller@example.com,(162)-202-6230,7174 Broadway,Los Angeles,IL,80870,United States,568,92203.31,Personal
5872402,440-92-9903,Michael,Smith,1946-09-03,michael.smith@example.com,(823)-549-9999,1164 1st Ave,Houston,NY,54761,United States,744,66133.72,Business
3442482,695-25-3789,Mary,Wilson,1965-11-27,mary.wilson@example.com,(676)-625-2560,5238 Broadway,Los Angeles,IL,57099,United States,530,53031.39,Business
3320581,527-86-8433,Patricia,Smith,1975-04-25,patricia.smith@example.com,(622)-767-4231,3530 Main St,New York,CA,16547,United States,815,70901.42,Personal
7712494,364-53-9578,James,Davis,1930-11-16,james.davis@example.com,(293)-364-5185,948 1st Ave,Phoenix,IL,67293,United States,665,118107.4,Business
8898927,864-42-4992,Mary,Taylor,1999-08-23,mary.taylor@example.com,(720)-889-6663,669 1st Ave,Chicago,IL,83832,United States,443,120592.11,Personal
5697955,427-56-5429,Elizabeth,Davis,1984-01-23,elizabeth.davis@example.com,(188)-286-9622,3553 Main St,New York,TX,84753,United States,591,141489.49,Business
4082712,959-75-4876,Robert,Williams,1942-08-14,robert.williams@example.com,(739)-750-6489,8307 2nd Ave,Chicago,CA,67449,United States,720,118970.68,Personal
6381652,943-92-6588,Robert,Taylor,1932-02-01,robert.taylor@example.com,(681)-910-5983,7333 Elm St,Houston,IL,18801,United States,744,53668.39,Personal
1224730,838-53-3634,William,Johnson,1961-03-13,william.johnson@example.com,(204)-268-2715,2069 Elm St,Phoenix,IL,59957,United States,463,59355.74,Personal
7308286,478-57-7392,Mary,Miller,1949-12-26,mary.miller@example.com,(744)-536-4646,107 Main St,Chicago,CA,36543,United States,627,99715.37,Personal
7651065,941-47-1208,Mary,Davis,1971-02-17,mary.davis@example.com,(782)-744-6982,5498 2nd Ave,Phoenix,IL,22027,United States,570,141805.6,Business
3441797,806-74-4197,Patricia,Davis,1994-10-07,patricia.davis@example.com,(795)-954-7276,2535 1st Ave,Houston,TX,44347,United States,403,108806.95,Personal
7982186,803-60-6168,Michael,Davis,1971-07-17,michael.davis@example.com,(511)-417-1223,6611 Broadway,Los Angeles,TX,56866,United States,648,91050.41,Personal
2413199,157-64-7697,Barbara,Johnson,1971-03-26,barbara.johnson@example.com,(684)-499-4694,3109 1st Ave,Phoenix,TX,30226,United States,532,67343.68,Personal
3888087,615-50-2368,Michael,Taylor,1960-12-02,michael.taylor@example.com,(525)-290-9631,3478 2nd Ave,Phoenix,IL,68193,United States,758,105701.31,Personal
4747802,816-41-7794,Barbara,Jones,1996-05-03,barbara.jones@example.com,(157)-218-1871,7796 Elm St,Houston,TX,60213,United States,346,74123.18,Business
4437779,436-80-2635,Linda,Smith,1968-06-01,linda.smith@example.com,(788)-857-6939,5168 Elm St,Phoenix,NY,92268,United States,702,43091.74,Business
9288026,485-10-9569,Michael,Brown,1989-12-22,michael.brown@example.com,(479)-976-8402,6510 1st Ave,Houston,NY,36701,United States,684,135176.24,Personal
3185664,650-65-7631,John,Brown,1946-01-09,john.brown@example.com,(247)-611-2613,2422 Main St,Houston,CA,63752,United States,696,119734.04,Business
8667978,337-87-1915,Michael,Miller,1963-11-25,michael.miller@example.com,(796)-894-1725,8104 Broadway,Houston,TX,31376,United States,499,79621.71,Business
5342673,570-99-8085,Michael,Johnson,1966-11-23,michael.johnson@example.com,(461)-809-8693,2036 2nd Ave,Chicago,NY,30502,United States,461,77394.61,Personal
5281142,934-53-8349,Patricia,Brown,1945-08-21,patricia.brown@example.com,(373)-805-5301,9842 Main St,Houston,TX,45505,United States,850,116135.08,Personal
6054188,919-77-2197,Michael,Johnson,1932-04-25,michael.johnson@example.com,(692)-709-6573,7936 Elm St,New York,AZ,42015,United States,508,92325.15,Personal
4709300,747-40-2898,Barbara,Smith,1961-06-19,barbara.smith@example.com,(503)-882-7844,8018 Main St,Chicago,CA,42564,United States,341,93935.39,Business
9985243,304-79-7315,Mary,Taylor,1935-02-28,mary.taylor@example.com,(506)-682-7596,3094 1st Ave,Phoenix,AZ,89282,United States,672,80003.19,Personal
4259828,113-79-8223,Mary,Smith,1962-02-28,mary.smith@example.com,(640)-494-4488,9198 Main St,Chicago,NY,48868,United States,574,41720.27,Business
7807650,751-92-2600,Mary,Miller,1948-01-20,mary.miller@example.com,(918)-103-7510,3392 1st Ave,Chicago,AZ,55802,United States,498,98809.33,Business
5877894,903-75-1325,Mary,Smith,1976-03-15,mary.smith@example.com,(675)-106-6152,7939 1st Ave,Phoenix,AZ,73543,United States,668,93593.74,Business
6034983,881-85-4994,James,Williams,1975-01-04,james.williams@example.com,(570)-168-4530,8922 Elm St,Phoenix,CA,70090,United States,535,70599.08,Business
6648091,906-79-1381,Robert,Brown,1960-09-04,robert.brown@example.com,(980)-852-8170,3413 Main St,New York,AZ,88701,United States,630,45867.43,Personal
8469406,755-76-3792,Robert,Davis,2004-06-18,robert.davis@example.com,(402)-476-7583,7056 Broadway,Houston,CA,16160,United States,667,43261.19,Personal
8346090,732-84-8134,Michael,Jones,1950-07-05,michael.jones@example.com,(191)-571-4970,3324 Broadway,Phoenix,IL,61903,United States,555,77336.47,Business
2005900,912-24-6394,Barbara,Smith,1990-09-15,barbara.smith@example.com,(134)-961-4971,4531 Broadway,New York,TX,30127,United States,481,54139.13,Business
3076462,973-40-5290,Michael,Williams,2003-02-08,michael.williams@example.com,(299)-345-7056,7420 Main St,Los Angeles,NY,52296,United States,799,67211.48,Personal
9972513,535-10-7224,Mary,Jones,1975-03-28,mary.jones@example.com,(291)-643-8386,2280 Elm St,Houston,NY,28615,United States,558,74405.65,Business
2999730,791-16-8707,Linda,Jones,1965-09-25,linda.jones@example.com,(754)-698-1911,7925 Main St,New York,AZ,60545,United States,341,95897.82,Business
5427309,333-92-6290,Barbara,Brown,2002-07-18,barbara.brown@example.com,(700)-886-4700,4650 1st Ave,Houston,NY,63279,United States,415,142827.49,Business
5125259,498-12-7681,Michael,Jones,1990-11-28,michael.jones@example.com,(183)-117-2290,4074 Broadway,Los Angeles,NY,33569,United States,494,32583.99,Business
8168469,615-46-8228,Barbara,Williams,1950-07-11,barbara.williams@example.com,(140)-655-2414,6835 Elm St,New York,CA,54910,United States,329,54871.08,Business
7716751,249-74-6626,John,Smith,1995-07-12,john.smith@example.com,(639)-863-1144,4598 Broadway,Chicago,AZ,53266,United States,402,105417.82,Business
4737933,698-30-2195,William,Moore,2002-12-19,william.moore@example.com,(166)-998-6119,4136 2nd Ave,Houston,AZ,55372,United States,840,84190.81,Personal
7350662,594-64-7540,Robert,Miller,1977-08-20,robert.miller@example.com,(231)-730-4403,992 Main St,Houston,CA,71845,United States,314,58807.4,Business
8256550,969-44-4804,Barbara,Brown,1975-07-16,barbara.brown@example.com,(779)-449-1276,8698 Elm St,Los Angeles,IL,98129,United States,761,33674.31,Business
5256691,267-81-5026,Linda,Davis,1962-12-12,linda.davis@example.com,(748)-624-9836,7954 1st Ave,Los Angeles,NY,16159,United States,572,58008.75,Personal
