card_id,customer_id,card_type,card_status,credit_limit,current_balance,available_credit,minimum_payment,payment_due_date,issue_date,expiration_date,security_code
311976168,9009453,Rewards,Expired,4867.23,1398.76,3468.47,38.52,2024-11-12,2022-08-10,2024-12-26,458
792666484,1357276,Cashback,Expired,10984.01,5638.3,5345.71,97.64,2024-11-05,2022-03-20,2027-01-22,649
393009445,7454954,Rewards,Expired,14857.81,5121.21,9736.6,58.64,2024-11-12,2024-02-02,2026-11-29,675
934230645,9489176,Business,Blocked,23644.45,6553.47,17090.98,189.28,2024-11-04,2023-01-26,2025-05-02,486
886211695,2800624,Business,Active,11231.93,1438.2,9793.73,28.92,2024-11-05,2024-08-19,2026-10-04,783
450569796,6762508,Business,Blocked,26079.75,16589.55,9490.2,325.85,2024-11-06,2024-01-30,2028-04-13,492
263815671,1869156,Rewards,Blocked,2053.05,297.47,1755.58,25.0,2024-11-11,2022-09-25,2028-05-27,253
704717172,6444522,Business,Active,20518.87,8207.16,12311.71,224.63,2024-11-12,2024-03-13,2025-09-11,537
285614547,5546660,Rewards,Active,13113.32,9470.03,3643.29,281.95,2024-11-15,2024-01-27,2029-09-28,972
483818850,8575738,Rewards,Blocked,1327.32,5.16,1322.16,25.0,2024-11-08,2023-04-24,2029-08-21,646
403024915,5901010,Rewards,Blocked,10477.59,2367.68,8109.91,60.76,2024-11-12,2022-07-01,2027-05-25,197
106540558,4844926,Rewards,Blocked,4135.15,601.16,3533.99,25.0,2024-11-15,2023-02-06,2029-08-21,830
143572231,3181819,Business,Active,35361.18,21882.16,13479.02,461.36,2024-11-03,2022-03-03,2029-06-04,507
949448101,6671268,Business,Blocked,17339.81,1210.32,16129.49,25.0,2024-11-10,2022-12-03,2029-04-23,602
886658832,4554960,Rewards,Blocked,7537.51,181.68,7355.83,25.0,2024-11-13,2024-02-20,2028-08-12,548
917085782,8116487,Rewards,Active,10263.04,3469.45,6793.59,75.94,2024-11-01,2024-08-03,2025-05-16,397
139529914,6226450,Business,Blocked,22258.96,7086.63,15172.33,110.31,2024-11-13,2024-05-25,2029-02-06,874
491428744,5755396,Business,Blocked,33034.32,13251.91,19782.41,257.4,2024-11-08,2024-02-25,2026-04-20,848
433830454,3215947,Business,Expired,36754.62,1431.57,35323.05,25.0,2024-11-15,2023-01-28,2028-08-12,306
330053175,8837747,Rewards,Expired,4152.84,220.0,3932.84,25.0,2024-11-12,2023-07-02,2029-05-09,765
744624947,1680841,Business,Expired,39683.75,17221.71,22462.04,506.66,2024-11-08,2024-07-10,2027-12-25,969
553929941,3951380,Rewards,Expired,14250.38,4928.99,9321.39,122.16,2024-11-06,2024-07-01,2028-04-10,302
694386431,4543809,Cashback,Active,1029.36,559.33,470.03,25.0,2024-11-02,2023-10-11,2029-10-26,985
604900473,1780123,Business,Blocked,43209.97,13897.84,29312.13,316.06,2024-11-03,2021-12-14,2026-06-20,151
160300120,3278104,Cashback,Expired,8216.67,6506.62,1710.05,111.48,2024-11-02,2022-01-20,2028-04-01,885
210851599,3013782,Rewards,Blocked,11827.91,6990.09,4837.82,173.01,2024-11-10,2022-07-18,2025-12-22,972
363992115,2323636,Rewards,Blocked,3610.47,210.11,3400.36,25.0,2024-11-09,2023-04-21,2026-07-31,879
720955807,2348003,Business,Expired,27361.31,4007.47,23353.84,64.06,2024-11-09,2023-02-14,2024-11-22,416
416208209,6997717,Rewards,Active,7033.67,3269.05,3764.62,48.62,2024-11-12,2024-11-03,2029-06-11,671
340112795,6752576,Rewards,Blocked,6362.84,4742.67,1620.17,96.08,2024-11-15,2023-06-05,2025-05-29,648
148110435,6006915,Cashback,Active,13926.29,6585.65,7340.64,187.05,2024-11-14,2023-05-15,2029-09-21,210
954602603,6220755,Rewards,Active,4698.86,2672.03,2026.83,76.3,2024-11-04,2024-02-23,2028-05-07,726
804956788,3140407,Rewards,Expired,6332.65,683.48,5649.17,25.0,2024-11-07,2024-09-26,2027-07-07,527
625877021,3581764,Rewards,Active,14007.5,8336.29,5671.21,209.26,2024-11-15,2022-08-02,2027-09-13,126
166517403,6748950,Cashback,Expired,3956.01,433.24,3522.77,25.0,2024-11-11,2024-01-11,2028-01-29,257
426972785,9842539,Business,Expired,34594.78,15593.29,19001.49,296.63,2024-11-15,2021-12-04,2025-06-29,878
146949757,4891902,Business,Blocked,10712.19,2355.24,8356.95,62.13,2024-11-08,2023-07-16,2027-06-26,206
954596245,4869348,Business,Expired,41730.3,19769.03,21961.27,512.42,2024-11-01,2022-05-13,2027-10-13,130
381788835,2376867,Rewards,Active,1345.92,1000.53,345.39,25.0,2024-11-01,2024-03-14,2026-10-16,886
923991408,4500884,Business,Active,40989.98,17256.2,23733.78,407.11,2024-11-12,2022-01-28,2025-06-17,214
963511630,9885323,Cashback,Active,7545.82,2259.0,5286.82,56.21,2024-11-15,2022-02-20,2026-12-31,473
418644537,6996291,Rewards,Active,2112.68,1116.8,995.88,25.0,2024-11-08,2024-09-03,2025-02-15,462
232756543,7825855,Business,Blocked,27945.16,4440.28,23504.88,66.92,2024-11-04,2023-05-15,2027-12-03,508
227513975,3990662,Cashback,Expired,1166.84,854.35,312.49,25.0,2024-11-12,2022-08-29,2024-12-28,409
791094185,6842538,Cashback,Active,8390.56,5362.0,3028.56,154.96,2024-11-05,2023-02-12,2025-08-31,687
267947820,3618165,Business,Blocked,33146.18,17127.98,16018.2,272.84,2024-11-14,2022-07-23,2028-09-27,327
782694491,6255103,Business,Expired,47956.36,33024.89,14931.47,543.64,2024-11-12,2022-09-01,2029-03-18,701
807468629,6351182,Business,Active,41394.71,25991.93,15402.78,323.88,2024-11-10,2023-11-16,2025-12-03,666
210950665,2198545,Cashback,Expired,13730.03,4420.75,9309.28,110.61,2024-11-13,2021-12-31,2028-08-28,355
680955834,4611138,Cashback,Blocked,13138.33,6204.84,6933.49,65.51,2024-11-04,2022-04-28,2027-09-11,205
453787825,1941658,Rewards,Expired,1143.28,663.65,479.63,25.0,2024-11-12,2022-04-03,2025-08-31,487
771164488,1957285,Business,Active,16426.59,2087.56,14339.03,38.06,2024-11-14,2024-07-01,2025-02-15,699
535290916,7391303,Rewards,Active,3735.7,1674.88,2060.82,44.8,2024-11-08,2024-05-26,2026-06-02,150
638998132,4987172,Cashback,Active,7437.0,3795.41,3641.59,81.91,2024-11-06,2023-12-13,2025-12-10,329
435366158,4698044,Rewards,Blocked,12029.51,7891.85,4137.66,184.54,2024-11-07,2022-03-13,2026-12-03,219
814706431,1962276,Cashback,Blocked,11639.0,8218.89,3420.11,163.35,2024-11-12,2023-03-26,2029-09-03,172
313633861,4147352,Cashback,Active,13900.15,5298.42,8601.73,86.66,2024-11-11,2022-02-15,2027-03-22,589
558475179,3324381,Cashback,Blocked,10092.49,2908.54,7183.95,32.05,2024-11-07,2022-03-12,2027-04-24,965
330536408,9636324,Business,Blocked,32646.48,3898.68,28747.8,52.26,2024-11-09,2023-01-28,2025-07-17,750
889242501,3023764,Rewards,Blocked,1098.57,221.19,877.38,25.0,2024-11-06,2023-08-13,2027-12-01,169
454841851,3192932,Cashback,Active,3284.48,2048.3,1236.18,53.65,2024-11-04,2023-07-03,2028-03-22,240
864759166,4255298,Business,Blocked,15025.39,7140.63,7884.76,171.36,2024-11-03,2022-07-11,2026-11-15,796
214199354,1527778,Cashback,Active,13697.99,5957.54,7740.45,176.53,2024-11-06,2023-12-22,2025-12-05,997
832809867,9948297,Business,Active,36300.77,6583.23,29717.54,89.95,2024-11-10,2024-10-15,2026-01-23,143
448608728,6072884,Rewards,Blocked,14465.85,7403.31,7062.54,92.91,2024-11-03,2022-12-23,2026-07-22,187
209886387,1254085,Rewards,Expired,8300.49,5179.15,3121.34,102.55,2024-11-01,2023-09-12,2025-05-23,747
486350933,7484215,Cashback,Blocked,4212.29,217.74,3994.55,25.0,2024-11-08,2023-01-07,2028-01-28,863
710756084,7737350,Business,Expired,45605.2,11051.14,34554.06,131.15,2024-11-08,2022-03-19,2025-09-09,474
681473530,3068717,Rewards,Active,11126.49,3719.42,7407.07,70.4,2024-11-05,2023-09-25,2027-03-10,190
574935357,4223188,Rewards,Expired,6371.26,1231.79,5139.47,25.0,2024-11-03,2024-10-24,2026-05-02,732
905988799,5330478,Rewards,Blocked,11907.51,5895.22,6012.29,81.27,2024-11-08,2023-04-19,2027-09-29,760
591043278,8525908,Cashback,Expired,9924.22,4675.3,5248.92,76.94,2024-11-09,2022-12-04,2026-05-19,994
690365171,3043279,Cashback,Blocked,8681.89,4749.36,3932.53,60.71,2024-11-11,2024-06-20,2026-05-19,999
523131318,1671689,Business,Active,17954.58,10235.64,7718.94,213.28,2024-11-02,2023-01-20,2024-11-22,623
420191068,5013654,Business,Expired,17008.56,4356.22,12652.34,124.06,2024-11-12,2022-08-11,2027-10-26,271
682364376,4965385,Rewards,Expired,7124.92,2814.52,4310.4,76.12,2024-11-02,2023-12-27,2025-10-24,625
812177613,1236755,Business,Expired,27641.93,12116.53,15525.4,300.08,2024-11-03,2021-12-18,2027-07-26,640
376028029,8594826,Cashback,Expired,14374.91,1797.89,12577.02,39.74,2024-11-15,2022-06-16,2029-03-08,130
105795529,1696406,Cashback,Expired,3012.32,1743.72,1268.6,25.0,2024-11-02,2022-08-22,2024-11-30,613
562159199,6146365,Cashback,Expired,1985.3,606.14,1379.16,25.0,2024-11-05,2024-05-12,2025-08-25,630
903696586,9326086,Cashback,Expired,10916.21,4606.29,6309.92,90.45,2024-11-09,2023-07-06,2029-03-17,890
723945326,9142673,Rewards,Expired,6853.78,664.57,6189.21,25.0,2024-11-08,2023-01-13,2029-10-13,835
890709946,2387405,Rewards,Expired,7294.17,5621.75,1672.42,136.02,2024-11-01,2023-05-21,2027-05-14,285
314798895,3754398,Cashback,Blocked,4600.49,1869.96,2730.53,49.73,2024-11-09,2024-06-12,2028-12-25,118
893256853,6373582,Cashback,Active,13814.26,1264.17,12550.09,25.0,2024-11-12,2024-10-15,2028-03-04,402
418488040,4616602,Cashback,Expired,6774.73,992.97,5781.76,26.66,2024-11-05,2023-04-26,2028-09-27,993
338144123,9766338,Rewards,Expired,11022.29,7775.22,3247.07,190.41,2024-11-13,2022-07-18,2029-05-19,806
132530752,6376568,Cashback,Expired,6116.33,4687.29,1429.04,91.21,2024-11-12,2021-11-24,2028-01-21,165
694529325,8652627,Business,Active,19080.56,211.07,18869.49,25.0,2024-11-08,2024-09-08,2027-06-02,737
713777432,7374297,Business,Blocked,43554.73,33726.7,9828.03,565.12,2024-11-07,2023-10-21,2025-03-24,576
370550328,4640340,Cashback,Active,14762.51,5072.25,9690.26,100.64,2024-11-03,2022-10-05,2025-11-06,329
578437422,5399158,Cashback,Expired,10014.66,1994.39,8020.27,54.21,2024-11-01,2023-02-12,2028-09-18,222
355390887,5530608,Rewards,Active,5397.1,852.17,4544.93,25.0,2024-11-12,2023-04-29,2028-10-22,201
241660169,4894990,Cashback,Active,11769.09,3852.45,7916.64,97.24,2024-11-05,2024-02-15,2026-03-12,957
371732223,9318729,Cashback,Expired,14841.67,1107.04,13734.63,25.0,2024-11-02,2023-05-15,2028-07-20,645
444949288,5542137,Cashback,Active,9750.91,7189.68,2561.23,190.0,2024-11-13,2024-05-04,2025-05-29,389
817067266,4675766,Rewards,Expired,8282.66,5528.98,2753.68,151.57,2024-11-05,2022-01-05,2028-02-05,436
748176091,6288754,Business,Expired,30735.75,9212.61,21523.14,188.74,2024-11-12,2024-07-10,2029-09-19,455
478098045,3441458,Business,Blocked,29114.61,11179.4,17935.21,286.66,2024-11-05,2024-10-14,2029-02-23,943
120850292,1995306,Business,Blocked,21623.94,10265.77,11358.17,178.85,2024-11-08,2021-11-25,2029-01-25,783
549138839,7716334,Business,Blocked,25402.51,17796.36,7606.15,418.34,2024-11-09,2022-06-06,2025-04-11,425
233401296,5270749,Rewards,Active,1072.91,718.18,354.73,25.0,2024-11-13,2023-07-24,2026-11-26,568
223034521,1195016,Rewards,Blocked,7091.35,5499.64,1591.71,95.53,2024-11-12,2024-01-22,2026-07-01,917
471611765,3544396,Business,Expired,37586.31,28597.33,8988.98,709.57,2024-11-12,2024-06-16,2025-02-12,123
918555725,9007953,Rewards,Active,10365.46,3481.63,6883.83,57.47,2024-11-07,2024-03-11,2025-01-28,742
715223574,7525407,Rewards,Active,6015.07,526.69,5488.38,25.0,2024-11-03,2023-02-05,2025-11-07,860
590925237,6763353,Rewards,Active,6618.62,2799.9,3818.72,53.35,2024-11-10,2023-03-24,2027-10-16,948
335521789,6311349,Rewards,Active,7999.69,491.13,7508.56,25.0,2024-11-06,2024-09-12,2026-05-14,573
819636140,4815475,Business,Active,14777.44,7514.07,7263.37,200.63,2024-11-11,2024-03-11,2027-08-16,297
649697651,3035801,Rewards,Active,12020.42,5639.82,6380.6,125.05,2024-11-13,2023-11-18,2028-11-03,176
119479972,4346115,Business,Active,48026.72,32718.74,15307.98,781.16,2024-11-13,2023-08-23,2029-01-10,873
844168430,2537800,Business,Expired,45351.15,13534.23,31816.92,295.9,2024-11-06,2022-07-17,2026-03-20,641
767204381,4539461,Business,Active,18283.43,6463.41,11820.02,188.4,2024-11-15,2023-03-03,2025-01-13,607
805020550,5230099,Cashback,Expired,3260.06,2165.85,1094.21,62.72,2024-11-10,2024-08-01,2027-03-16,380
536875169,6326278,Cashback,Expired,11252.72,7136.0,4116.72,108.52,2024-11-15,2024-08-25,2027-07-08,312
763146739,2847053,Cashback,Blocked,6449.55,2807.84,3641.71,41.6,2024-11-12,2024-04-05,2028-04-07,212
991953492,3636357,Cashback,Blocked,7242.24,4793.38,2448.86,109.71,2024-11-01,2024-08-22,2028-01-02,489
538120244,1364264,Business,Blocked,32207.31,16806.02,15401.29,494.32,2024-11-02,2023-12-24,2026-08-02,389
588273208,4748025,Rewards,Expired,1451.38,1078.74,372.64,32.05,2024-11-08,2023-01-28,2029-01-15,550
763533821,2084168,Business,Blocked,36901.95,6106.09,30795.86,153.62,2024-11-12,2023-06-11,2025-10-10,706
854558179,3436508,Rewards,Expired,3517.77,1568.48,1949.29,29.74,2024-11-08,2024-08-03,2028-07-06,116
626741737,7268542,Business,Active,49907.42,38426.89,11480.53,575.93,2024-11-12,2024-06-23,2027-11-16,432
796340809,1526788,Business,Active,27488.39,11335.76,16152.63,139.65,2024-11-14,2023-03-18,2025-12-28,394
732349783,6550633,Rewards,Blocked,6580.46,4361.81,2218.65,74.41,2024-11-10,2024-02-26,2025-06-29,821
786579928,5635905,Cashback,Active,1350.91,663.37,687.54,25.0,2024-11-09,2022-04-26,2027-09-21,402
432028205,2819109,Business,Active,29527.4,12746.65,16780.75,164.33,2024-11-08,2022-07-09,2029-06-04,241
452550954,9234379,Cashback,Active,2073.23,1512.35,560.88,25.09,2024-11-14,2023-02-09,2029-08-11,692
191709893,5413121,Cashback,Expired,13468.45,1365.18,12103.27,37.1,2024-11-13,2024-03-14,2026-05-15,572
933312664,8514626,Business,Blocked,30733.97,14407.92,16326.05,273.28,2024-11-07,2022-11-25,2027-10-24,564
229359190,4885769,Business,Active,47043.05,15239.14,31803.91,297.23,2024-11-07,2022-10-11,2027-02-27,286
320905182,4185522,Business,Expired,23296.7,17519.85,5776.85,250.47,2024-11-06,2023-06-12,2028-05-29,364
147025994,1716607,Rewards,Active,8153.55,3970.76,4182.79,115.07,2024-11-12,2023-09-20,2026-03-11,379
524811210,1521984,Rewards,Active,3353.46,866.51,2486.95,25.0,2024-11-12,2024-01-02,2029-06-07,856
893882096,8700956,Cashback,Blocked,6655.48,4623.52,2031.96,104.36,2024-11-03,2023-01-05,2029-04-18,790
385942282,6695201,Cashback,Blocked,3347.94,2073.13,1274.81,25.0,2024-11-15,2021-12-22,2026-09-23,650
851823060,7375164,Cashback,Expired,9969.65,1633.68,8335.97,33.97,2024-11-04,2022-01-28,2025-11-15,975
420972897,9414204,Business,Blocked,17860.47,26.0,17834.47,25.0,2024-11-09,2022-01-10,2025-07-02,445
992328431,9177486,Cashback,Blocked,6546.78,1879.84,4666.94,52.46,2024-11-11,2024-04-29,2029-06-04,310
850426534,9821037,Rewards,Active,10424.36,4055.24,6369.12,54.96,2024-11-01,2024-06-10,2028-12-25,596
506732512,7499412,Business,Blocked,48683.34,11030.0,37653.34,142.86,2024-11-05,2023-10-10,2025-08-20,885
849622495,3682688,Cashback,Active,2857.1,2038.09,819.01,47.38,2024-11-07,2022-05-22,2027-08-24,665
108010705,9926141,Business,Expired,12546.08,1249.9,11296.18,25.0,2024-11-06,2022-05-17,2028-08-17,938
627418717,9973177,Rewards,Active,7914.13,1027.65,6886.48,25.0,2024-11-02,2023-08-07,2028-07-24,958
440523070,2012522,Business,Blocked,38982.17,3727.83,35254.34,85.83,2024-11-07,2024-07-26,2025-08-31,484
366824358,2455204,Business,Expired,10387.51,1914.9,8472.61,35.11,2024-11-09,2023-01-07,2029-10-12,539
853628983,9785124,Cashback,Expired,7539.64,2311.69,5227.95,57.83,2024-11-15,2023-04-26,2028-03-11,887
466976729,5720932,Business,Active,34934.14,13281.44,21652.7,347.53,2024-11-05,2024-07-25,2029-06-07,831
674324686,8491327,Business,Blocked,10186.05,4118.89,6067.16,113.29,2024-11-05,2024-09-30,2026-08-02,232
517230397,1880075,Business,Expired,21539.78,8144.53,13395.25,189.1,2024-11-12,2023-04-19,2026-06-08,639
331820829,4725303,Cashback,Active,7646.28,2764.66,4881.62,28.93,2024-11-09,2023-10-31,2028-01-06,151
527373534,9359508,Rewards,Expired,6629.16,4024.82,2604.34,116.91,2024-11-15,2023-12-17,2027-02-03,958
138499598,1952724,Cashback,Expired,5208.46,971.79,4236.67,28.33,2024-11-12,2022-10-29,2028-01-12,705
159979033,5454711,Cashback,Blocked,10501.62,4620.8,5880.82,102.45,2024-11-11,2022-06-08,2024-12-15,334
579866475,7870780,Cashback,Blocked,9626.49,7080.28,2546.21,185.95,2024-11-01,2023-01-17,2026-01-18,438
432628683,2330914,Rewards,Blocked,6330.36,1126.24,5204.12,26.46,2024-11-12,2024-01-24,2028-07-22,123
544768038,7572491,Cashback,Active,13794.21,5222.78,8571.43,56.7,2024-11-09,2024-04-22,2026-10-21,831
238968536,3942290,Business,Active,41126.25,679.16,40447.09,25.0,2024-11-12,2022-08-04,2027-09-22,142
805555212,8250473,Cashback,Active,10770.43,4816.36,5954.07,93.8,2024-11-14,2022-03-30,2025-09-25,521
848829491,1901944,Cashback,Expired,7306.56,5196.3,2110.26,60.88,2024-11-04,2023-11-17,2027-02-25,870
797438949,7787824,Cashback,Expired,7260.69,4658.01,2602.68,88.34,2024-11-10,2024-03-08,2028-11-27,256
459109202,2942979,Business,Expired,45274.5,23891.45,21383.05,589.82,2024-11-15,2024-10-05,2026-06-17,808
451692288,4967894,Business,Blocked,40805.13,29587.29,11217.84,527.54,2024-11-04,2022-06-28,2029-06-25,564
214922903,6355408,Cashback,Blocked,4951.28,152.26,4799.02,25.0,2024-11-12,2024-03-25,2028-04-01,791
684735197,7738343,Rewards,Blocked,13982.34,2941.83,11040.51,87.83,2024-11-11,2024-09-12,2025-12-20,233
918137224,7599084,Business,Expired,10427.87,7539.03,2888.84,138.44,2024-11-08,2024-10-09,2025-05-19,882
946926939,2553937,Cashback,Expired,7064.67,4788.63,2276.04,130.33,2024-11-14,2022-05-06,2024-12-04,690
299368344,4178240,Business,Active,46611.65,28017.41,18594.24,578.31,2024-11-15,2022-04-24,2025-07-18,354
560976672,7300067,Rewards,Expired,2438.36,1286.9,1151.46,25.0,2024-11-13,2024-05-22,2026-02-04,839
309789237,6886672,Rewards,Expired,2981.29,297.21,2684.08,25.0,2024-11-06,2022-05-02,2027-11-20,537
199246153,5348570,Cashback,Expired,1059.21,725.77,333.44,25.0,2024-11-04,2022-11-14,2026-01-24,248
943928673,9059770,Rewards,Expired,11533.27,2713.48,8819.79,70.26,2024-11-13,2022-03-28,2028-07-18,503
250440812,3788010,Business,Blocked,33852.2,2395.07,31457.13,71.77,2024-11-11,2023-04-11,2027-01-02,694
238019199,4206868,Cashback,Expired,10032.24,7095.81,2936.43,206.01,2024-11-10,2024-02-04,2025-04-29,417
876846631,5578323,Business,Blocked,24529.9,17234.62,7295.28,199.27,2024-11-07,2023-11-11,2029-04-15,305
167779053,8746334,Business,Blocked,49521.45,36021.17,13500.28,816.93,2024-11-06,2024-07-28,2026-11-15,234
131094776,9120968,Business,Active,28189.41,13335.43,14853.98,398.76,2024-11-12,2024-07-11,2025-01-09,379
369182625,6905028,Business,Active,22587.32,509.42,22077.9,25.0,2024-11-04,2024-02-26,2028-03-04,133
818990531,3954424,Cashback,Blocked,13611.93,745.33,12866.6,25.0,2024-11-05,2024-04-13,2025-08-23,559
969041910,2121275,Cashback,Expired,3855.45,255.13,3600.32,25.0,2024-11-13,2022-02-16,2025-01-22,102
714733004,2344760,Rewards,Blocked,14520.06,2832.26,11687.8,43.28,2024-11-13,2023-06-05,2027-02-27,790
297744291,4148194,Cashback,Active,5337.91,2877.74,2460.17,53.59,2024-11-12,2024-09-24,2025-01-03,325
751516152,9907824,Rewards,Expired,3617.71,478.05,3139.66,25.0,2024-11-14,2024-10-10,2028-03-03,458
567401160,3062544,Cashback,Active,4193.21,3045.1,1148.11,54.7,2024-11-10,2023-01-26,2028-10-31,441
609248496,1104208,Rewards,Blocked,7006.22,2705.98,4300.24,73.68,2024-11-11,2024-10-30,2029-02-09,739
277281870,9437596,Rewards,Blocked,10760.31,5279.78,5480.53,150.01,2024-11-10,2023-11-03,2028-02-15,687
107854071,7395596,Rewards,Expired,6877.65,3516.15,3361.5,73.53,2024-11-03,2024-05-25,2028-04-08,486
743296928,3044653,Business,Expired,41086.69,4084.88,37001.81,114.17,2024-11-06,2024-09-25,2024-11-29,376
476766798,9281841,Rewards,Expired,5865.04,4167.9,1697.14,84.79,2024-11-13,2022-11-15,2029-01-12,745
229116258,8734936,Cashback,Active,12827.27,8191.45,4635.82,152.9,2024-11-14,2022-06-06,2026-07-30,807
283819360,3249536,Cashback,Expired,11159.5,3196.86,7962.64,86.56,2024-11-05,2021-12-26,2026-02-11,446
816527264,2527394,Business,Active,24755.64,6832.08,17923.56,86.61,2024-11-06,2024-10-30,2026-06-25,809
352140613,6787173,Business,Blocked,21825.94,6856.29,14969.65,145.88,2024-11-09,2023-08-13,2028-02-17,269
242110309,6983510,Business,Expired,46318.33,5658.49,40659.84,168.28,2024-11-05,2023-04-18,2027-04-03,292
516482409,3372316,Cashback,Blocked,14620.56,10890.38,3730.18,202.11,2024-11-09,2023-09-28,2029-03-03,444
695474763,6859284,Rewards,Active,13897.56,6345.99,7551.57,114.74,2024-11-05,2023-05-10,2026-09-15,821
701962876,8930803,Cashback,Expired,10442.5,6074.64,4367.86,86.57,2024-11-15,2022-04-03,2028-09-10,566
756913603,7052024,Business,Active,48760.89,14031.93,34728.96,413.14,2024-11-01,2023-03-16,2027-10-26,704
830927329,6602097,Cashback,Blocked,12194.29,5849.93,6344.36,76.29,2024-11-10,2022-04-01,2028-02-02,512
998266753,8630888,Cashback,Expired,11231.88,3877.91,7353.97,101.35,2024-11-07,2022-05-27,2025-04-01,299
373099113,3713037,Cashback,Expired,12184.22,7655.86,4528.36,151.87,2024-11-05,2023-06-16,2029-06-10,842
746120803,6110611,Cashback,Blocked,7607.81,5537.34,2070.47,147.57,2024-11-05,2021-12-24,2026-12-30,386
394176821,1418126,Rewards,Expired,14161.42,3672.74,10488.68,61.25,2024-11-10,2023-11-21,2027-03-16,866
934290360,2571535,Cashback,Blocked,7165.99,1603.4,5562.59,31.95,2024-11-15,2024-08-16,2025-08-26,894
736791025,2044742,Business,Expired,31166.52,23068.34,8098.18,665.06,2024-11-01,2022-03-04,2027-08-09,768
956935415,8731068,Business,Active,18384.1,12542.5,5841.6,329.56,2024-11-13,2022-12-13,2026-01-21,646
555862435,5107674,Cashback,Expired,2083.52,761.81,1321.71,25.0,2024-11-11,2024-05-15,2029-10-28,431
236249377,8652627,Business,Blocked,16888.47,81.07,16807.4,25.0,2024-11-10,2024-06-05,2027-05-15,263
915282140,3602101,Business,Blocked,47287.96,35939.53,11348.43,361.14,2024-11-05,2022-12-29,2028-03-05,902
766872837,9082712,Rewards,Blocked,3789.99,2153.59,1636.4,54.25,2024-11-15,2023-06-13,2029-10-26,229
351048204,5562355,Cashback,Active,13052.84,5878.72,7174.12,154.95,2024-11-09,2022-07-27,2029-07-29,518
319627067,2229629,Business,Active,42233.76,25241.87,16991.89,577.43,2024-11-03,2024-09-06,2028-04-21,221
961868769,2168414,Business,Blocked,18930.32,13962.39,4967.93,219.06,2024-11-09,2023-12-03,2026-10-30,835
171793990,8303634,Rewards,Expired,8803.65,445.93,8357.72,25.0,2024-11-07,2023-04-11,2029-10-04,697
644680927,3365092,Business,Expired,28586.92,14110.42,14476.5,313.26,2024-11-02,2023-02-01,2024-12-27,313
873386175,5855623,Cashback,Blocked,5952.19,2611.14,3341.05,71.95,2024-11-14,2023-11-30,2026-05-28,559
282865363,1495073,Rewards,Active,8857.52,489.39,8368.13,25.0,2024-11-09,2023-10-30,2026-07-22,769
329516689,6695216,Business,Active,24254.72,4614.8,19639.92,138.26,2024-11-05,2022-02-09,2027-01-07,973
511583396,1519234,Rewards,Blocked,11938.7,1991.73,9946.97,38.55,2024-11-14,2023-10-07,2029-02-05,531
376551386,8834277,Business,Blocked,33585.4,13492.02,20093.38,193.31,2024-11-08,2022-01-07,2026-12-26,851
371603213,7083674,Cashback,Blocked,9125.55,1935.65,7189.9,43.46,2024-11-05,2023-06-02,2028-07-22,277
482935571,6576411,Rewards,Active,5403.49,1764.45,3639.04,26.78,2024-11-13,2024-07-17,2027-05-17,980
859975112,8204787,Cashback,Active,13122.87,5849.9,7272.97,133.48,2024-11-05,2022-11-13,2025-08-01,569
977587114,1677364,Rewards,Blocked,12166.14,3209.72,8956.42,61.55,2024-11-12,2022-05-14,2027-02-27,958
551557322,9906521,Cashback,Blocked,9328.05,5109.83,4218.22,138.02,2024-11-11,2024-08-21,2028-12-30,488
863863233,3023551,Cashback,Blocked,7670.43,2864.86,4805.57,59.88,2024-11-08,2024-09-22,2029-07-28,101
152750412,3273202,Business,Active,19930.64,13285.85,6644.79,294.77,2024-11-15,2022-05-29,2026-06-12,728
372784963,2393474,Rewards,Expired,3771.06,2745.24,1025.82,38.56,2024-11-15,2023-08-04,2025-10-17,436
287103318,5632027,Cashback,Expired,12090.34,9493.78,2596.56,153.15,2024-11-11,2023-12-04,2025-10-11,592
316347917,2485465,Cashback,Active,4204.08,2042.16,2161.92,51.49,2024-11-09,2023-06-13,2026-03-24,303
862206912,2189767,Cashback,Blocked,4589.44,2635.35,1954.09,71.54,2024-11-06,2024-08-09,2026-01-18,834
894617145,8768413,Cashback,Active,14531.4,9139.25,5392.15,217.75,2024-11-10,2022-11-14,2024-11-16,679
920979380,6543670,Cashback,Expired,7778.04,2866.88,4911.16,69.41,2024-11-14,2021-11-18,2025-01-24,706
716800576,2266976,Business,Blocked,20929.76,8617.95,12311.81,226.86,2024-11-13,2022-06-20,2024-12-21,197
810964880,6879592,Rewards,Active,13411.18,2078.59,11332.59,61.54,2024-11-08,2024-01-21,2026-03-02,665
826569735,7080961,Rewards,Active,10910.14,443.94,10466.2,25.0,2024-11-05,2024-02-20,2026-10-20,550
266214182,4616926,Cashback,Expired,7103.79,3417.08,3686.71,77.03,2024-11-02,2023-01-25,2029-06-17,789
665975245,6934926,Cashback,Blocked,3935.21,3094.57,840.64,65.28,2024-11-07,2023-11-30,2029-04-18,934
569573485,9575650,Business,Active,17372.49,3642.87,13729.62,48.82,2024-11-13,2023-11-16,2027-09-09,611
256867182,4430978,Business,Expired,41026.28,1558.38,39467.9,26.8,2024-11-10,2024-07-21,2025-04-14,360
