acct_num,cust_number,product_type,currency,balance,usable_balance,min_balance,rate,aba_number,creation_date,branch_code,account_category
868616,2925352,Savings,USD,991178.42,945648.58,100,0.0331,151446327,2020-12-09,4493,Joint
599792,3356313,Checking,USD,529477.45,506236.25,0,0.0399,651443703,2020-11-11,7152,Individual
955493,2739382,Checking,USD,350210.4,323786.82,0,0.0488,858437336,2023-11-13,5435,Individual
754232,8652688,Checking,USD,401392.47,381945.53,0,0.022,950030607,2021-01-11,4702,Individual
278242,1232731,Checking,USD,947784.67,884264.62,0,0.0418,271232557,2023-05-24,3304,Joint
580830,7581459,Checking,USD,877486.67,820108.8,0,0.0191,200181550,2020-05-10,1279,Joint
471631,1383703,Savings,USD,166760.02,153147.0,100,0.0143,126094238,2020-05-29,7825,Joint
511128,8734677,Savings,USD,128476.52,117717.96,100,0.0327,613296433,2024-07-16,8222,Joint
452771,7979221,Savings,USD,753414.32,686814.41,100,0.0365,267819650,2021-03-01,5676,Joint
447564,2821909,Checking,USD,600581.59,586941.12,0,0.0295,962949568,2022-09-14,9617,Joint
514814,4155638,Savings,USD,48748.38,45366.04,100,0.0462,454860264,2022-06-14,9316,Joint
163846,5829178,Savings,USD,663274.54,604332.3,100,0.0241,506387625,2023-03-11,4831,Individual
170002,2732870,Savings,USD,86571.4,77946.05,100,0.0455,931656069,2024-02-13,9978,Joint
997590,1579494,Savings,USD,664529.96,636688.16,100,0.0338,735155519,2021-04-02,9605,Joint
558510,8832646,Checking,USD,134544.7,122319.22,0,0.0384,526140699,2021-12-10,4428,Individual
824076,2024012,Savings,USD,386258.81,348433.38,100,0.0258,825663746,2020-02-27,1287,Joint
872462,7365316,Savings,USD,375548.91,338827.49,100,0.0342,931158765,2023-07-08,8481,Individual
156266,1311230,Checking,USD,874817.46,824068.62,0,0.0232,464837120,2023-05-06,6961,Joint
925114,5079083,Checking,USD,294224.53,275192.73,0,0.0496,967134517,2021-11-17,8078,Joint
753985,3138870,Checking,USD,887259.88,844163.21,0,0.0326,189563402,2024-03-27,6748,Joint
190563,2644890,Savings,USD,739900.72,677214.53,100,0.0269,355879334,2022-04-29,1898,Individual
551411,8077221,Savings,USD,722465.68,721961.63,100,0.0435,921832590,2022-06-29,4363,Individual
409325,2437925,Savings,USD,965946.97,881931.94,100,0.0379,602235656,2021-10-07,6443,Individual
405418,7041144,Savings,USD,217233.27,204165.0,100,0.0211,133055252,2022-09-23,6189,Joint
621689,8391886,Savings,USD,836577.82,818771.36,100,0.0284,251877884,2024-03-14,2661,Individual
797968,4047403,Savings,USD,884932.88,798604.01,100,0.0241,893219579,2023-02-03,3224,Joint
990142,6214223,Checking,USD,385474.67,356510.3,0,0.0322,324095052,2024-03-30,8814,Individual
158821,2110903,Savings,USD,311622.69,309844.18,100,0.042,935114858,2020-05-25,8012,Individual
534599,9826928,Checking,USD,301234.94,297317.01,0,0.0198,749352678,2023-04-21,6929,Individual
997041,5919643,Savings,USD,671122.5,606014.31,100,0.0165,930622007,2021-01-11,7282,Individual
353980,7222641,Savings,USD,539273.74,516094.34,100,0.0434,754174728,2024-07-01,4910,Joint
219350,6160334,Savings,USD,632613.89,579610.93,100,0.0108,688510311,2020-07-26,8264,Joint
608435,2940518,Checking,USD,429830.23,416268.2,0,0.0484,553965568,2020-12-09,1710,Joint
762912,9479191,Savings,USD,392427.13,385660.68,100,0.0308,291428256,2024-02-17,6576,Joint
531140,4907940,Savings,USD,425573.02,385788.1,100,0.0318,768466824,2021-12-16,3292,Individual
174642,1648481,Savings,USD,408041.0,393441.38,100,0.0295,341438590,2021-09-17,7403,Joint
486009,4992261,Savings,USD,898868.21,812581.29,100,0.0427,856773483,2020-11-23,1775,Individual
635126,1187408,Checking,USD,170974.5,167859.08,0,0.0144,249663202,2022-05-06,9601,Individual
160573,9530217,Checking,USD,778711.49,773470.65,0,0.0246,513027572,2021-11-11,2530,Individual
781049,5067893,Savings,USD,287342.53,283601.85,100,0.0462,317518018,2022-05-25,9189,Individual
783118,7212867,Checking,USD,762392.5,741537.33,0,0.0399,550505910,2022-03-30,7480,Joint
316206,3504019,Checking,USD,981990.84,961143.93,0,0.0303,393775728,2023-09-07,3171,Individual
593954,9336737,Savings,USD,261781.93,257845.66,100,0.0352,712594366,2023-08-05,4348,Joint
187886,1851588,Checking,USD,408461.51,394250.7,0,0.037,385955771,2020-04-02,4837,Individual
676666,8841337,Savings,USD,390638.26,351710.29,100,0.0164,829862877,2020-01-13,9106,Individual
245729,7318365,Savings,USD,526104.04,473789.15,100,0.0296,909051452,2020-06-26,7664,Joint
711688,1274690,Checking,USD,713866.35,650138.89,0,0.0424,740010568,2024-08-12,9838,Joint
403131,2034767,Savings,USD,728881.33,699244.07,100,0.0387,216287046,2023-04-11,7065,Joint
259300,9996749,Checking,USD,86591.22,80611.18,0,0.0126,167655442,2024-01-29,6593,Individual
411113,1954230,Checking,USD,702769.49,685065.11,0,0.0369,293259046,2023-07-10,5333,Joint
622180,7493529,Checking,USD,298245.54,276171.53,0,0.049,353909665,2019-11-23,1934,Joint
247961,7436122,Checking,USD,835219.89,801013.42,0,0.0372,694016412,2023-09-19,8031,Individual
502255,7418526,Checking,USD,93380.71,85266.8,0,0.0329,997383213,2023-10-13,4770,Individual
936713,8409604,Checking,USD,740904.18,668401.21,0,0.0332,607417117,2023-03-22,2848,Individual
998362,6955967,Savings,USD,891308.9,844627.49,100,0.032,781663244,2021-04-24,1921,Individual
662384,2568095,Checking,USD,458644.72,428303.8,0,0.0186,245001632,2023-03-07,3804,Joint
773693,5070866,Checking,USD,586232.64,578062.74,0,0.012,412363323,2021-04-15,5630,Joint
544202,4346343,Savings,USD,693151.78,646192.54,100,0.0264,198440502,2023-03-28,7397,Joint
152005,4356891,Savings,USD,62705.81,59755.73,100,0.0421,660663366,2023-03-01,6108,Individual
171680,5634478,Checking,USD,477019.17,462215.31,0,0.0441,674535989,2022-05-24,8677,Joint
931977,3471370,Savings,USD,25376.85,25052.93,100,0.0383,580308266,2022-08-26,3421,Joint
908722,9190835,Savings,USD,690163.76,623875.39,100,0.0463,756441153,2024-01-31,3709,Individual
514597,1176616,Checking,USD,990482.62,965098.87,0,0.0134,658407181,2022-11-20,9212,Individual
365767,3489431,Checking,USD,266003.7,253839.64,0,0.0223,944809638,2022-01-07,3024,Individual
388309,8754212,Checking,USD,970416.53,950445.4,0,0.0266,715121735,2022-07-26,2953,Individual
174354,7927507,Savings,USD,740268.96,733364.01,100,0.0127,672514694,2024-10-29,2617,Individual
837725,6991590,Savings,USD,905543.0,866688.65,100,0.0394,516304821,2021-01-13,2316,Joint
979793,4168506,Savings,USD,384043.65,366011.36,100,0.0228,930190609,2023-04-17,4010,Joint
559260,1086898,Savings,USD,879256.68,806869.61,100,0.0298,666042186,2020-01-20,2902,Individual
929777,9358902,Savings,USD,285613.09,284049.7,100,0.0159,601499032,2021-03-03,7443,Individual
263174,8804749,Checking,USD,758562.37,747984.74,0,0.0238,883582005,2020-10-10,5685,Joint
452745,9507582,Savings,USD,229923.07,220500.06,100,0.0148,771387429,2024-06-29,6807,Joint
284289,3372220,Checking,USD,441631.74,422278.74,0,0.0204,856746451,2024-05-19,1608,Individual
949108,1258768,Checking,USD,496487.59,464981.57,0,0.048,144957905,2022-02-05,5524,Individual
260152,1444760,Savings,USD,91523.01,89893.88,100,0.0375,857572606,2023-10-08,1521,Joint
943342,1640780,Savings,USD,185247.14,170867.82,100,0.031,750229637,2023-01-09,2010,Individual
529419,6103052,Savings,USD,741835.13,678890.28,100,0.0395,215662249,2020-11-29,4838,Individual
862837,6004668,Savings,USD,55093.66,54113.73,100,0.0255,402688316,2024-06-25,8149,Individual
357252,5953273,Checking,USD,906272.61,844341.18,0,0.0468,573320062,2024-01-30,7835,Individual
920361,3247600,Savings,USD,296373.6,281905.91,100,0.0389,106758455,2021-10-05,1662,Joint
176777,5330717,Savings,USD,767770.87,758689.57,100,0.0344,260717121,2023-05-03,4177,Individual
892108,2487572,Savings,USD,780613.5,709577.44,100,0.0444,975286639,2020-11-26,1287,Individual
639677,8007299,Checking,USD,704153.3,695724.0,0,0.0296,940967408,2022-10-27,4161,Joint
752167,5508024,Savings,USD,996558.03,946938.71,100,0.0479,771289528,2021-08-02,4916,Joint
994023,3483840,Checking,USD,224531.0,221615.97,0,0.0155,108395521,2023-10-22,2611,Individual
792953,2592816,Savings,USD,960310.57,877197.9,100,0.0282,448096417,2024-11-16,4680,Joint
260871,7932558,Savings,USD,64556.47,63088.64,100,0.0476,154237126,2020-02-18,1631,Joint
609317,1978979,Checking,USD,623504.9,600166.82,0,0.0266,536647127,2023-06-09,2383,Joint
985500,8246460,Savings,USD,723336.1,670557.95,100,0.0378,469896946,2024-01-12,8477,Individual
583047,6036632,Savings,USD,884265.81,806689.33,100,0.0226,343277342,2023-03-21,9512,Joint
700433,9980423,Checking,USD,137505.63,124395.31,0,0.0453,908161833,2022-12-29,7925,Joint
184898,7617979,Checking,USD,618389.76,559643.4,0,0.0231,439097905,2024-11-16,6412,Joint
270465,4173643,Checking,USD,49153.1,45918.59,0,0.0289,272071724,2024-04-16,3056,Joint
171021,3050994,Checking,USD,274405.0,271261.03,0,0.0138,341359633,2024-10-09,6190,Joint
223479,2548634,Checking,USD,62311.24,57004.64,0,0.0459,573809690,2022-10-10,3150,Individual
200987,9746238,Savings,USD,464254.99,453044.13,100,0.049,836959326,2021-09-05,9687,Individual
538638,1123937,Checking,USD,245239.43,236406.87,0,0.0394,553615976,2020-08-07,5915,Individual
367165,1133552,Savings,USD,653219.75,607309.03,100,0.0201,278972358,2021-02-07,5651,Joint
347031,6250946,Checking,USD,606306.49,560621.18,0,0.0235,797370729,2022-05-19,9079,Individual
289016,3106134,Checking,USD,201148.45,189326.29,0,0.0328,693384899,2020-03-12,2874,Joint
972656,2776895,Savings,USD,988832.69,969105.72,100,0.0181,279536557,2021-08-26,5642,Joint
946696,5941179,Checking,USD,140609.85,126640.66,0,0.0261,829494699,2020-04-14,7316,Individual
405714,7014744,Savings,USD,318058.14,306910.75,100,0.0426,500282541,2021-07-24,3977,Joint
625842,4733070,Checking,USD,170174.98,160018.51,0,0.0197,911473891,2021-09-17,6673,Individual
191538,4502832,Savings,USD,947798.22,854357.03,100,0.0111,720440858,2022-05-22,8728,Joint
527204,3012719,Savings,USD,713111.53,670754.42,100,0.0448,970117483,2021-08-19,3965,Individual
129457,4483622,Checking,USD,497445.02,479046.65,0,0.0151,691315540,2020-06-07,5697,Individual
279733,8305392,Checking,USD,172724.68,171342.75,0,0.0353,471427003,2021-12-01,1083,Joint
506683,4460833,Checking,USD,767773.91,741340.63,0,0.0368,110887313,2020-02-21,3175,Joint
605615,1851264,Savings,USD,519936.74,519312.57,100,0.0492,353938420,2021-08-21,4810,Individual
301877,8474842,Savings,USD,298354.71,287314.11,100,0.0477,858407270,2024-09-17,3401,Joint
882863,6377945,Savings,USD,914580.67,848206.62,100,0.0272,416856303,2023-04-30,8369,Individual
209007,2089823,Savings,USD,254940.92,245631.84,100,0.0108,509289120,2019-12-18,6312,Individual
923389,4861646,Savings,USD,488427.15,467040.33,100,0.0204,300935306,2023-12-08,5535,Individual
660673,6218479,Checking,USD,709971.67,672017.03,0,0.0408,592121002,2023-08-14,2887,Individual
369641,7840159,Checking,USD,852886.76,824173.53,0,0.0488,532876581,2022-10-25,5436,Individual
650457,9798582,Checking,USD,822412.75,791999.96,0,0.0285,462434295,2021-01-23,7074,Individual
681018,9349795,Checking,USD,254016.44,238363.68,0,0.0266,491846561,2024-08-03,7421,Individual
197180,1062138,Savings,USD,150078.33,144635.58,100,0.0378,352462905,2023-03-12,2973,Joint
357284,2851422,Savings,USD,550542.16,540862.74,100,0.0234,557676649,2024-10-02,2481,Individual
798032,3191007,Savings,USD,411516.81,384733.66,100,0.0275,402623711,2020-01-26,3059,Individual
307191,9760423,Checking,USD,863242.71,785909.71,0,0.0457,580515791,2023-01-01,3851,Individual
680064,3645655,Savings,USD,245111.34,238005.98,100,0.0403,286673194,2024-08-01,5571,Joint
442719,8242316,Checking,USD,501615.93,478362.31,0,0.0183,541555829,2022-05-01,9746,Joint
811051,4553788,Savings,USD,734800.83,714214.78,100,0.0137,500256171,2023-01-03,3510,Individual
630635,3040907,Checking,USD,861506.18,783999.05,0,0.0217,102419791,2022-09-20,8928,Joint
348902,2847560,Savings,USD,350933.91,322006.54,100,0.0468,778084730,2024-01-01,1502,Individual
862381,3142194,Checking,USD,59238.52,58966.72,0,0.0399,628334968,2021-10-19,7956,Individual
800570,1261354,Savings,USD,534602.27,525134.19,100,0.0452,644982732,2024-07-17,2551,Joint
176916,1306672,Checking,USD,762287.18,749997.55,0,0.0298,881118206,2021-01-04,4570,Joint
349947,8823741,Savings,USD,49845.23,48817.98,100,0.0449,233108133,2022-04-11,8886,Individual
154258,8588773,Checking,USD,42733.15,42440.68,0,0.0425,385533956,2022-12-09,5552,Individual
228274,6779800,Checking,USD,567286.22,543482.24,0,0.0443,449700683,2020-09-27,9607,Individual
648451,8369785,Checking,USD,323453.05,310530.32,0,0.0497,101695776,2023-07-21,8695,Joint
172899,8831516,Savings,USD,108919.7,106144.72,100,0.0387,240399143,2021-02-12,7974,Joint
450519,6847354,Savings,USD,895379.98,879726.29,100,0.0439,286335269,2022-01-14,2208,Individual
538351,2766621,Savings,USD,185913.79,174631.76,100,0.0397,273925283,2020-08-17,5771,Individual
970012,4346027,Checking,USD,189647.01,175874.52,0,0.0404,677002224,2020-12-15,7876,Individual
851083,9549145,Savings,USD,205292.85,199286.85,100,0.0124,151663846,2020-02-26,9511,Joint
726124,5437920,Savings,USD,678694.11,678163.55,100,0.0198,805926573,2023-06-05,2047,Joint
757639,8566775,Checking,USD,759620.05,702289.09,0,0.0287,235841482,2020-07-03,2918,Individual
933294,7647855,Checking,USD,122334.23,115683.66,0,0.031,472140500,2021-10-14,4799,Individual
674984,8927515,Savings,USD,501674.83,484671.31,100,0.0486,181135146,2023-04-13,9128,Individual
528910,6082746,Savings,USD,465145.64,448082.35,100,0.0252,605210805,2021-03-21,9108,Individual
533428,7740356,Savings,USD,530933.6,484999.79,100,0.0475,975167204,2022-07-02,5846,Joint
893425,9355981,Checking,USD,790680.35,740560.49,0,0.0123,238668961,2021-03-22,5662,Joint
917258,7836812,Checking,USD,71077.68,67762.06,0,0.0295,843411493,2022-09-27,9891,Joint
975405,1111358,Checking,USD,570515.33,562864.78,0,0.0208,120393746,2021-06-06,3544,Joint
821009,8955116,Savings,USD,879039.49,871377.31,100,0.0368,572502671,2020-05-06,1093,Individual
876869,6446885,Savings,USD,910593.57,878204.7,100,0.0135,416545058,2021-07-09,1449,Joint
670229,3891793,Savings,USD,645875.22,631506.22,100,0.0188,131452191,2024-05-14,4418,Joint
592244,6770619,Savings,USD,533290.54,500262.64,100,0.0272,133599156,2021-06-07,6372,Joint
887723,5742123,Checking,USD,176815.3,173029.34,0,0.0312,761138287,2024-07-05,6739,Joint
850863,9453495,Checking,USD,150825.31,148025.88,0,0.019,900866582,2024-05-14,8827,Joint
973884,2423182,Savings,USD,35872.5,33305.15,100,0.0426,574471560,2022-06-14,3618,Individual
180324,4035882,Checking,USD,184974.59,183811.98,0,0.048,361529752,2020-05-18,2298,Individual
673370,4424653,Savings,USD,114064.65,103498.25,100,0.0138,315309952,2022-01-29,6121,Individual
525941,4197972,Savings,USD,843839.14,805888.02,100,0.0479,572257841,2019-12-14,4145,Joint
382532,6694755,Savings,USD,820529.32,761327.28,100,0.0228,650479839,2023-08-11,2011,Joint
223598,2942934,Savings,USD,927534.57,892217.82,100,0.0242,331258999,2020-03-17,2313,Joint
265351,3028993,Savings,USD,859061.96,775528.55,100,0.0331,334271748,2024-04-14,7960,Individual
903959,9226736,Savings,USD,766203.89,756396.98,100,0.0293,776693487,2020-11-04,1528,Individual
871257,4763487,Checking,USD,464693.4,424266.97,0,0.0339,375745710,2021-05-20,3958,Joint
603377,2424599,Checking,USD,613712.89,599905.45,0,0.0369,580580426,2024-03-25,8043,Joint
926182,3145923,Savings,USD,475126.48,442087.19,100,0.043,866505331,2023-11-21,3381,Individual
758048,8294478,Savings,USD,108694.49,105560.49,100,0.0409,152990344,2020-02-06,3855,Individual
374705,8961410,Checking,USD,513885.03,475179.8,0,0.0104,488257804,2022-04-22,8905,Individual
552980,5413648,Savings,USD,476912.87,430184.27,100,0.0459,414983395,2023-06-08,7155,Joint
361532,1429188,Savings,USD,504240.28,462677.68,100,0.0305,914907404,2024-03-23,7231,Individual
309797,6503218,Savings,USD,972784.1,943243.33,100,0.0186,161095907,2020-06-30,2918,Individual
596633,4822476,Checking,USD,321606.81,291928.95,0,0.0451,284909271,2020-04-28,8698,Joint
590759,9232445,Savings,USD,921770.34,859974.57,100,0.0465,109379517,2024-07-15,6059,Joint
972750,5956036,Checking,USD,27204.3,26563.91,0,0.0331,588206735,2020-11-26,2975,Individual
521446,7538472,Checking,USD,431293.71,424456.33,0,0.0373,976197918,2020-06-08,9022,Joint
486707,1386969,Savings,USD,512420.96,511168.84,100,0.0469,263343393,2023-12-04,4826,Joint
378728,9448643,Checking,USD,709511.76,705259.58,0,0.0304,980318171,2023-12-04,3058,Individual
485881,3048367,Savings,USD,637932.65,605118.45,100,0.0224,802689207,2023-12-13,9830,Individual
612571,4866588,Savings,USD,997071.6,930180.87,100,0.0377,841235503,2023-04-26,8690,Joint
338827,7277883,Checking,USD,89908.45,87650.86,0,0.0145,255847268,2023-03-17,4813,Individual
936061,3047470,Savings,USD,785944.78,761476.9,100,0.0302,935037423,2023-03-07,4006,Joint
753075,4618239,Savings,USD,678419.81,623088.4,100,0.0375,570150805,2021-06-23,8237,Individual
855685,4210101,Checking,USD,590007.95,548010.49,0,0.0215,669601762,2023-07-08,5302,Individual
689242,8852667,Savings,USD,397776.95,383714.94,100,0.0148,903374049,2021-10-31,1955,Joint
680446,4190758,Checking,USD,749992.29,744714.01,0,0.0216,287385529,2024-08-25,2815,Individual
166011,2182002,Savings,USD,741970.5,717280.28,100,0.0455,132983316,2020-11-20,2305,Individual
947307,4931452,Savings,USD,684092.74,669236.95,100,0.0394,568690322,2023-11-13,1933,Individual
504838,5179267,Savings,USD,872719.4,799384.53,100,0.0329,287869755,2020-08-12,5066,Joint
476775,2513254,Savings,USD,638606.15,621058.27,100,0.0176,491171196,2022-03-04,5666,Individual
766830,9371400,Checking,USD,304111.61,285445.12,0,0.0465,827196258,2023-05-16,7715,Individual
196589,5307730,Savings,USD,92477.12,88423.9,100,0.0347,776955943,2023-12-03,3377,Joint
906101,6236215,Savings,USD,897264.07,835593.97,100,0.0173,537881052,2023-09-29,9693,Individual
990199,2112684,Checking,USD,390007.49,382033.07,0,0.0318,610857789,2022-06-29,3775,Individual
763594,8014394,Savings,USD,189330.09,171034.03,100,0.035,932626138,2024-05-27,1214,Joint
386846,8839459,Checking,USD,9848.01,9305.5,0,0.0121,277018488,2023-10-11,5947,Individual
923685,9009561,Savings,USD,715904.35,673682.84,100,0.0475,232314255,2021-03-19,3867,Joint
702488,5200476,Checking,USD,43918.25,42280.1,0,0.0161,791578412,2024-01-27,8740,Individual
173034,1638201,Savings,USD,571332.4,545282.73,100,0.0211,973026093,2023-12-25,9398,Joint
771364,1802809,Checking,USD,808892.75,749104.78,0,0.0224,776136986,2022-04-18,8288,Joint
367541,5866241,Checking,USD,653530.62,645119.29,0,0.0258,724926173,2021-02-19,3390,Joint
993667,5182507,Savings,USD,129470.7,123705.32,100,0.0303,876331456,2024-04-12,8562,Joint
577111,8134465,Checking,USD,185098.75,167630.51,0,0.0342,870103774,2023-06-07,8205,Joint
602674,1162975,Checking,USD,430934.75,388856.07,0,0.0297,469880717,2020-06-22,6958,Individual
456718,7653160,Savings,USD,98809.26,89779.58,100,0.0105,406254654,2022-09-08,1473,Joint
582572,6097514,Savings,USD,443869.37,433899.72,100,0.0323,370838684,2021-10-23,5262,Individual
769683,7540549,Checking,USD,830597.21,761421.67,0,0.0281,721978989,2023-01-15,5739,Individual
413706,1178509,Checking,USD,622712.97,562919.8,0,0.0498,396123289,2020-02-17,6196,Joint
738579,4814891,Savings,USD,250959.75,226588.59,100,0.0126,264791204,2022-03-30,9230,Individual
546618,4159989,Checking,USD,655134.19,633397.3,0,0.0311,925567871,2020-11-21,7559,Joint
348413,2592597,Savings,USD,251014.86,232953.45,100,0.0235,225489289,2022-11-21,1112,Joint
760525,6159656,Savings,USD,67975.28,65263.64,100,0.0496,393629047,2020-09-21,4321,Individual
469444,8331203,Checking,USD,513881.29,485511.67,0,0.0479,619575424,2022-10-13,7889,Individual
116378,8046262,Checking,USD,227915.11,226377.29,0,0.0232,745713653,2022-04-17,6562,Joint
142098,5036925,Checking,USD,866894.66,814459.92,0,0.0143,899909336,2022-08-08,7578,Joint
486963,8263541,Checking,USD,360120.37,335075.24,0,0.0194,901793253,2020-04-07,5826,Joint
644891,4058337,Checking,USD,34860.56,33992.47,0,0.0492,497821829,2021-02-22,3543,Individual
429854,7716828,Savings,USD,634299.08,590007.65,100,0.0154,506569731,2020-06-05,2820,Joint
575379,9946620,Checking,USD,404683.06,385797.23,0,0.0287,349035171,2024-01-21,8473,Individual
607094,7447920,Checking,USD,413411.07,399153.72,0,0.0448,113397374,2023-11-28,3667,Joint
693840,2065228,Checking,USD,75524.74,71932.72,0,0.0203,601573651,2024-01-19,7497,Joint
117704,1794862,Checking,USD,25560.68,24799.07,0,0.0101,493129033,2023-10-16,6664,Joint
392535,1241600,Savings,USD,427860.5,427423.88,100,0.0305,339946274,2021-11-17,1635,Joint
907353,2894525,Savings,USD,4812.8,4378.35,100,0.0384,644690045,2024-04-25,2861,Joint
835651,7072171,Checking,USD,571173.46,545677.65,0,0.0193,988191673,2022-04-26,5839,Individual
176583,8695592,Checking,USD,682432.03,641959.77,0,0.0205,591769944,2021-04-04,1452,Joint
536717,9445312,Checking,USD,801556.5,745175.47,0,0.0376,972655997,2023-02-03,8613,Joint
886354,5005084,Checking,USD,745335.55,728267.0,0,0.0499,879618504,2023-03-03,8965,Joint
784133,2024012,Savings,USD,606527.63,550086.86,100,0.0302,659381053,2024-02-20,1391,Joint
511530,3531152,Savings,USD,208880.14,198251.49,100,0.0306,496717523,2021-08-05,5199,Individual
980013,2820483,Checking,USD,423846.11,405353.63,0,0.039,473547928,2020-07-02,3333,Joint
136709,3937812,Checking,USD,102230.01,96277.46,0,0.0461,660558716,2021-01-27,8401,Individual
171582,7066015,Checking,USD,509802.88,492648.82,0,0.0219,360388574,2022-05-29,3559,Joint
900204,1015292,Checking,USD,285104.13,264416.09,0,0.0126,122604079,2023-08-14,5063,Individual
126643,1269316,Checking,USD,963334.86,946775.39,0,0.0459,178003511,2020-11-15,3629,Joint
816088,3893836,Savings,USD,127902.04,119973.53,100,0.035,862923760,2023-11-23,5295,Joint
449993,5749965,Savings,USD,638123.85,632752.01,100,0.0366,349137967,2020-04-13,4602,Joint
876318,1130305,Checking,USD,833413.05,751334.63,0,0.0181,812710231,2020-07-08,5006,Individual
790861,8512655,Savings,USD,330679.49,315929.62,100,0.0458,343477458,2021-12-05,1083,Individual
567111,3273202,Savings,USD,851310.54,787153.03,100,0.0453,959028034,2024-11-12,4698,Joint
416205,2089741,Savings,USD,594201.0,541035.94,100,0.0349,554663689,2022-02-17,7238,Joint
726669,4649178,Checking,USD,455475.24,436069.51,0,0.042,296790936,2023-03-23,1972,Individual
349194,1123937,Savings,USD,303396.74,280802.1,100,0.0456,506139622,2024-09-20,1955,Individual
307263,3554033,Savings,USD,611829.25,553091.63,100,0.0188,553478482,2020-01-12,7573,Joint
612837,6248922,Checking,USD,980769.51,956806.65,0,0.0418,563879168,2020-06-11,1494,Individual
605745,8731957,Savings,USD,494367.29,486094.52,100,0.0213,617773238,2022-05-02,7698,Joint
987347,6498515,Checking,USD,231533.09,211904.91,0,0.0286,143626850,2020-07-14,4698,Individual
573608,6822458,Savings,USD,471319.19,433351.8,100,0.0317,596186042,2020-02-19,5832,Joint
768954,7830585,Savings,USD,865927.53,863570.74,100,0.0422,828759733,2019-11-22,6667,Joint
337997,5377529,Savings,USD,256458.6,242262.39,100,0.0339,627692052,2023-11-17,1443,Joint
653392,7905652,Savings,USD,410722.98,408370.97,100,0.0101,849507811,2020-08-04,7427,Joint
883497,8580787,Savings,USD,972746.75,898261.33,100,0.0451,435155746,2024-08-09,6290,Individual
219058,2224074,Savings,USD,551856.39,519935.81,100,0.038,178249053,2021-12-21,5364,Individual
725347,1632773,Savings,USD,663863.72,606940.62,100,0.0158,489665607,2022-07-17,5249,Individual
449441,7359571,Checking,USD,37217.44,33657.13,0,0.0494,423042011,2021-03-27,6896,Individual
698078,6442103,Checking,USD,163924.05,150550.04,0,0.0397,685274276,2022-05-22,3686,Joint
974162,7535309,Savings,USD,109989.78,104970.68,100,0.0285,228635918,2024-09-24,9165,Joint
878524,5663625,Checking,USD,448814.28,419137.14,0,0.014,452939741,2023-02-09,8682,Joint
376076,4447616,Checking,USD,313829.34,286535.05,0,0.0328,369246523,2021-06-10,5482,Individual
482212,6628566,Savings,USD,683223.83,657065.48,100,0.0234,825454177,2021-10-07,2906,Individual
754062,3556272,Savings,USD,443758.97,400830.29,100,0.0438,852856848,2020-03-06,8603,Individual
275009,7277002,Savings,USD,316485.63,292199.17,100,0.0266,824251229,2023-12-08,5750,Individual
488449,2231188,Checking,USD,490046.04,454702.73,0,0.0441,423010511,2022-10-17,2789,Joint
110330,8505229,Savings,USD,465863.56,457886.22,100,0.0446,656493473,2024-01-09,2820,Individual
800850,6970859,Savings,USD,505209.19,476141.66,100,0.0144,834520401,2024-09-14,9697,Individual
875321,5023744,Checking,USD,637440.98,614752.37,0,0.0106,545261242,2024-05-24,2212,Joint
320189,6818788,Savings,USD,340709.34,318596.3,100,0.0201,755851433,2021-11-13,5982,Individual
253501,7524254,Savings,USD,249615.6,229548.98,100,0.046,401820586,2021-01-29,6290,Joint
311081,6843618,Savings,USD,890102.4,862182.84,100,0.0237,671435444,2024-05-17,8948,Joint
634617,4875624,Savings,USD,878692.42,825609.6,100,0.0244,546945867,2023-02-06,4234,Joint
617795,2661929,Checking,USD,774013.32,766039.36,0,0.0357,600746330,2021-04-12,9220,Individual
282200,1941275,Checking,USD,805284.43,801069.54,0,0.0304,842883350,2020-05-13,9487,Individual
773721,7045269,Checking,USD,540874.33,519521.37,0,0.022,858658728,2022-02-03,6228,Joint
529706,2566103,Checking,USD,298114.71,292936.03,0,0.037,752341135,2021-01-03,1680,Joint
274765,4494060,Checking,USD,629409.2,604910.54,0,0.0128,782472473,2020-08-03,6287,Joint
132847,4563805,Checking,USD,812362.96,734882.74,0,0.0379,347178635,2021-09-24,6193,Individual
317285,2217071,Savings,USD,341593.25,320786.2,100,0.0209,599846676,2020-05-02,7639,Joint
926384,9626210,Checking,USD,986853.34,920990.92,0,0.0462,364902584,2020-10-12,6665,Individual
280603,5342524,Savings,USD,193184.82,178776.57,100,0.0187,870903474,2021-07-19,2285,Individual
630473,6546395,Savings,USD,799177.01,752694.72,100,0.0435,279341047,2023-03-27,1879,Individual
301815,1160447,Savings,USD,683674.03,633975.54,100,0.0273,957009302,2023-05-09,5140,Individual
419079,3621535,Savings,USD,418465.31,381295.61,100,0.0409,968477986,2021-09-18,4587,Joint
642606,4413895,Checking,USD,695009.02,637334.53,0,0.0383,344226536,2022-01-26,4909,Joint
562926,8680951,Checking,USD,810856.78,787872.49,0,0.0149,651915195,2021-05-31,7381,Individual
830082,1264631,Savings,USD,196371.55,182600.72,100,0.0396,517205351,2022-05-20,1157,Joint
908123,7301305,Savings,USD,529703.58,488870.47,100,0.0237,855015204,2024-02-27,8999,Joint
418885,7207035,Savings,USD,954931.11,902120.42,100,0.0145,850342040,2020-11-22,7506,Joint
